Prot_A,Prot_B,uniprotID_Prot_A,uniprotID_Prot_B,Disease
EPHA7,CHEMBL4523646,Q15375,Q9NRY4 P61586,Alzheimer's disease
EPHA7,CHEMBL4523645,Q15375,Q92888 P61586,Alzheimer's disease
EPHA7,CHEMBL4523644,Q15375,Q16512 P61586,Alzheimer's disease
EPHA7,CHEMBL4523643,Q15375,Q12802 P61586,Alzheimer's disease
EPHA7,CHEMBL4523642,Q15375,P61586 O15085,Alzheimer's disease
SRC,EPHA6,P12931,Q9UF33,Alzheimer's disease
SRC,EPHA5,P12931,P54756,Alzheimer's disease
SRC,FGR,P12931,P09769,Alzheimer's disease
SRC,HCK,P12931,P08631,Alzheimer's disease
SRC,LYN,P12931,P07948,Alzheimer's disease
FGR,EPHA5,P09769,P54756,Alzheimer's disease
FGR,EPHA6,P09769,Q9UF33,Alzheimer's disease
FGR,YES1,P09769,P07947,Alzheimer's disease
EPHA6,CDK5,Q9UF33,Q00535,Alzheimer's disease
EPHA6,CHEMBL3885549,Q9UF33,Q00535 O60563,Alzheimer's disease
EPHA6,CHEMBL1907600,Q9UF33,Q00535 Q15078,Alzheimer's disease
EPHA6,HCK,Q9UF33,P08631,Alzheimer's disease
EPHA6,LYN,Q9UF33,P07948,Alzheimer's disease
EPHA6,YES1,Q9UF33,P07947,Alzheimer's disease
EPHA6,EPHA5,Q9UF33,P54756,Alzheimer's disease
EPHA6,RHOA,Q9UF33,P61586,Alzheimer's disease
EPHA6,CHEMBL4523650,Q9UF33,P10911 P61586,Alzheimer's disease
EPHA6,CHEMBL4523649,Q9UF33,O75116 P61586,Alzheimer's disease
EPHA6,CHEMBL4523648,Q9UF33,O60610 P61586,Alzheimer's disease
EPHA6,CHEMBL4523647,Q9UF33,Q9NZN5 P61586,Alzheimer's disease
EPHA6,CHEMBL4523646,Q9UF33,Q9NRY4 P61586,Alzheimer's disease
EPHA6,CHEMBL4523645,Q9UF33,Q92888 P61586,Alzheimer's disease
EPHA6,CHEMBL4523644,Q9UF33,Q16512 P61586,Alzheimer's disease
EPHA6,CHEMBL4523643,Q9UF33,Q12802 P61586,Alzheimer's disease
EPHA6,CHEMBL4523642,Q9UF33,P61586 O15085,Alzheimer's disease
RHOA,EPHA5,P61586,P54756,Alzheimer's disease
CHEMBL4523650,EPHA5,P10911 P61586,P54756,Alzheimer's disease
CHEMBL4523649,EPHA5,O75116 P61586,P54756,Alzheimer's disease
CHEMBL4523648,EPHA5,O60610 P61586,P54756,Alzheimer's disease
CHEMBL4523647,EPHA5,Q9NZN5 P61586,P54756,Alzheimer's disease
CHEMBL4523646,EPHA5,Q9NRY4 P61586,P54756,Alzheimer's disease
CHEMBL4523645,EPHA5,Q92888 P61586,P54756,Alzheimer's disease
CHEMBL4523644,EPHA5,Q16512 P61586,P54756,Alzheimer's disease
CHEMBL4523643,EPHA5,Q12802 P61586,P54756,Alzheimer's disease
CHEMBL4523642,EPHA5,P61586 O15085,P54756,Alzheimer's disease
RHOA,LYN,P61586,P07948,Alzheimer's disease
CHEMBL4523650,LYN,P10911 P61586,P07948,Alzheimer's disease
CHEMBL4523649,LYN,O75116 P61586,P07948,Alzheimer's disease
CHEMBL4523648,LYN,O60610 P61586,P07948,Alzheimer's disease
CHEMBL4523647,LYN,Q9NZN5 P61586,P07948,Alzheimer's disease
CHEMBL4523646,LYN,Q9NRY4 P61586,P07948,Alzheimer's disease
CHEMBL4523645,LYN,Q92888 P61586,P07948,Alzheimer's disease
CHEMBL4523644,LYN,Q16512 P61586,P07948,Alzheimer's disease
CHEMBL4523643,LYN,Q12802 P61586,P07948,Alzheimer's disease
CHEMBL4523642,LYN,P61586 O15085,P07948,Alzheimer's disease
RHOA,YES1,P61586,P07947,Alzheimer's disease
CHEMBL4523650,YES1,P10911 P61586,P07947,Alzheimer's disease
CHEMBL4523649,YES1,O75116 P61586,P07947,Alzheimer's disease
CHEMBL4523648,YES1,O60610 P61586,P07947,Alzheimer's disease
CHEMBL4523647,YES1,Q9NZN5 P61586,P07947,Alzheimer's disease
CHEMBL4523646,YES1,Q9NRY4 P61586,P07947,Alzheimer's disease
CHEMBL4523645,YES1,Q92888 P61586,P07947,Alzheimer's disease
CHEMBL4523644,YES1,Q16512 P61586,P07947,Alzheimer's disease
CHEMBL4523643,YES1,Q12802 P61586,P07947,Alzheimer's disease
CHEMBL4523642,YES1,P61586 O15085,P07947,Alzheimer's disease
CDK5,EPHA5,Q00535,P54756,Alzheimer's disease
CHEMBL3885549,EPHA5,Q00535 O60563,P54756,Alzheimer's disease
CHEMBL1907600,EPHA5,Q00535 Q15078,P54756,Alzheimer's disease
LYN,YES1,P07948,P07947,Alzheimer's disease
LYN,EPHA5,P07948,P54756,Alzheimer's disease
HCK,YES1,P08631,P07947,Alzheimer's disease
HCK,EPHA5,P08631,P54756,Alzheimer's disease
YES1,EPHA5,P07947,P54756,Alzheimer's disease
RB1CC1,GABARAPL2,Q8TDY2,P60520,Alzheimer's disease
RB1CC1,GABARAP,Q8TDY2,O95166,Alzheimer's disease
RB1CC1,CHEMBL4523999,Q8TDY2,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
RB1CC1,CHEMBL4296662,Q8TDY2,P68106 P62942 P42345,Alzheimer's disease
RB1CC1,CHEMBL4296661,Q8TDY2,Q8N122 Q9BVC4 P42345,Alzheimer's disease
RB1CC1,MTOR,Q8TDY2,P42345,Alzheimer's disease
RB1CC1,CHEMBL2221341,Q8TDY2,P62942 P42345,Alzheimer's disease
RB1CC1,ATG5,Q8TDY2,Q9H1Y0,Alzheimer's disease
RB1CC1,PIK3C3,Q8TDY2,Q8NEB9,Alzheimer's disease
RB1CC1,BECN1,Q8TDY2,Q14457,Alzheimer's disease
GABARAPL2,GABARAP,P60520,O95166,Alzheimer's disease
GABARAPL2,PIK3C3,P60520,Q8NEB9,Alzheimer's disease
GABARAPL2,BECN1,P60520,Q14457,Alzheimer's disease
GABARAPL2,ATG5,P60520,Q9H1Y0,Alzheimer's disease
GABARAPL2,ATG7,P60520,O95352,Alzheimer's disease
GABARAPL2,ATG3,P60520,Q9NT62,Alzheimer's disease
GLI1,GLI2,P08151,P10070,Alzheimer's disease
PIK3C3,ATG3,Q8NEB9,Q9NT62,Alzheimer's disease
PIK3C3,ATG9A,Q8NEB9,Q7Z3C6,Alzheimer's disease
PIK3C3,GABARAP,Q8NEB9,O95166,Alzheimer's disease
PIK3C3,ATG5,Q8NEB9,Q9H1Y0,Alzheimer's disease
ATG3,BECN1,Q9NT62,Q14457,Alzheimer's disease
ATG3,ATG7,Q9NT62,O95352,Alzheimer's disease
ATG3,GABARAP,Q9NT62,O95166,Alzheimer's disease
ATG3,ATG5,Q9NT62,Q9H1Y0,Alzheimer's disease
GABARAP,BECN1,O95166,Q14457,Alzheimer's disease
GABARAP,ATG5,O95166,Q9H1Y0,Alzheimer's disease
GABARAP,ATG7,O95166,O95352,Alzheimer's disease
ATG7,ATG5,O95352,Q9H1Y0,Alzheimer's disease
BECN1,ATG9A,Q14457,Q7Z3C6,Alzheimer's disease
BECN1,ATG5,Q14457,Q9H1Y0,Alzheimer's disease
ACVR1C,SMAD3,Q8NER5,P84022,Alzheimer's disease
ACVR1C,SMAD2,Q8NER5,Q15796,Alzheimer's disease
BMP4,BMP6,P12644,P22004,Alzheimer's disease
BMP4,BMP2,P12644,P12643,Alzheimer's disease
BMP4,BMP7,P12644,P18075,Alzheimer's disease
BMP4,SMAD1,P12644,Q15797,Alzheimer's disease
BMP4,SMAD9,P12644,O15198,Alzheimer's disease
BMP4,SMAD5,P12644,Q99717,Alzheimer's disease
BMP4,BMPR2,P12644,Q13873,Alzheimer's disease
BMP4,BMPR1A,P12644,P36894,Alzheimer's disease
SMAD2,SMAD9,Q15796,O15198,Alzheimer's disease
SMAD2,SMAD5,Q15796,Q99717,Alzheimer's disease
SMAD2,CUL1,Q15796,Q13616,Alzheimer's disease
SMAD2,SMAD1,Q15796,Q15797,Alzheimer's disease
SMAD2,CHEMBL4296662,Q15796,P68106 P62942 P42345,Alzheimer's disease
SMAD2,CHEMBL4106135,Q15796,P21817 P62942,Alzheimer's disease
SMAD2,CHEMBL2221341,Q15796,P62942 P42345,Alzheimer's disease
SMAD2,FKBP1A,Q15796,P62942,Alzheimer's disease
SMAD2,BMPR2,Q15796,Q13873,Alzheimer's disease
SMAD2,BMPR1A,Q15796,P36894,Alzheimer's disease
SMAD2,SMAD3,Q15796,P84022,Alzheimer's disease
BMP6,BMP2,P22004,P12643,Alzheimer's disease
BMP6,SMAD1,P22004,Q15797,Alzheimer's disease
BMP6,SMAD5,P22004,Q99717,Alzheimer's disease
BMP6,BMPR2,P22004,Q13873,Alzheimer's disease
BMP6,BMPR1A,P22004,P36894,Alzheimer's disease
CUL1,SMAD3,Q13616,P84022,Alzheimer's disease
SMAD3,SMAD5,P84022,Q99717,Alzheimer's disease
SMAD3,SMAD1,P84022,Q15797,Alzheimer's disease
SMAD3,CHEMBL4296662,P84022,P68106 P62942 P42345,Alzheimer's disease
SMAD3,CHEMBL4106135,P84022,P21817 P62942,Alzheimer's disease
SMAD3,CHEMBL2221341,P84022,P62942 P42345,Alzheimer's disease
SMAD3,FKBP1A,P84022,P62942,Alzheimer's disease
SMAD3,BMPR1A,P84022,P36894,Alzheimer's disease
SMAD3,BMPR2,P84022,Q13873,Alzheimer's disease
SMAD3,SMAD9,P84022,O15198,Alzheimer's disease
BMPR1A,BMPR2,P36894,Q13873,Alzheimer's disease
BMPR1A,SMAD9,P36894,O15198,Alzheimer's disease
BMPR1A,SMAD5,P36894,Q99717,Alzheimer's disease
BMPR1A,SMAD1,P36894,Q15797,Alzheimer's disease
BMPR1A,BMP2,P36894,P12643,Alzheimer's disease
BMPR1A,BMP7,P36894,P18075,Alzheimer's disease
BMPR2,BMP7,Q13873,P18075,Alzheimer's disease
BMP2,BMP7,P12643,P18075,Alzheimer's disease
SMAD9,BMP7,O15198,P18075,Alzheimer's disease
BMP7,CHEMBL4296662,P18075,P68106 P62942 P42345,Alzheimer's disease
BMP7,CHEMBL4106135,P18075,P21817 P62942,Alzheimer's disease
BMP7,CHEMBL2221341,P18075,P62942 P42345,Alzheimer's disease
BMP7,FKBP1A,P18075,P62942,Alzheimer's disease
BMP7,SMAD1,P18075,Q15797,Alzheimer's disease
BMP7,SMAD5,P18075,Q99717,Alzheimer's disease
BMP4,SMAD4,P12644,Q13485,Alzheimer's disease
GDF11,TGFBR1,O95390,P36897,Alzheimer's disease
MSTN,TGFBR1,O14793,P36897,Alzheimer's disease
MSTN,SMAD4,O14793,Q13485,Alzheimer's disease
MSTN,SMAD3,O14793,P84022,Alzheimer's disease
MSTN,SMAD2,O14793,Q15796,Alzheimer's disease
SMAD2,TGFBR1,Q15796,P36897,Alzheimer's disease
SMAD2,SMAD4,Q15796,Q13485,Alzheimer's disease
SMAD4,BMPR1A,Q13485,P36894,Alzheimer's disease
SMAD4,SMAD5,Q13485,Q99717,Alzheimer's disease
SMAD4,BMP2,Q13485,P12643,Alzheimer's disease
SMAD4,SMAD9,Q13485,O15198,Alzheimer's disease
SMAD4,SMAD1,Q13485,Q15797,Alzheimer's disease
MAPK1,PPP2R1A,P28482,P30153,Alzheimer's disease
MAPK1,PPP2CB,P28482,P62714,Alzheimer's disease
MAPK1,PLA2G4A,P28482,P47712,Alzheimer's disease
MAPK1,MKNK1,P28482,Q9BUB5,Alzheimer's disease
PPP2CB,MAPK3,P62714,P27361,Alzheimer's disease
PPP2CB,MKNK1,P62714,Q9BUB5,Alzheimer's disease
PPP2CB,PPP2R1A,P62714,P30153,Alzheimer's disease
MAPK14,MKNK2,Q16539,Q9HBH9,Alzheimer's disease
MAPK14,EIF4E,Q16539,P06730,Alzheimer's disease
MAPK14,CHEMBL4523621,Q16539,P06730 Q04637,Alzheimer's disease
MAPK14,PLA2G4A,Q16539,P47712,Alzheimer's disease
MKNK2,MKNK1,Q9HBH9,Q9BUB5,Alzheimer's disease
MKNK2,ATF4,Q9HBH9,P18848,Alzheimer's disease
MKNK2,EIF4E,Q9HBH9,P06730,Alzheimer's disease
MKNK2,CHEMBL4523621,Q9HBH9,P06730 Q04637,Alzheimer's disease
MKNK2,MAPK3,Q9HBH9,P27361,Alzheimer's disease
MAPK3,PPP2R1A,P27361,P30153,Alzheimer's disease
MAPK3,MKNK1,P27361,Q9BUB5,Alzheimer's disease
MAPK3,PLA2G4A,P27361,P47712,Alzheimer's disease
EIF4A1,PPP2R1A,P60842,P30153,Alzheimer's disease
EIF4A1,MKNK1,P60842,Q9BUB5,Alzheimer's disease
EIF4A1,EIF4E,P60842,P06730,Alzheimer's disease
EIF4A1,CHEMBL4523621,P60842,P06730 Q04637,Alzheimer's disease
EIF4A1,EIF4G1,P60842,Q04637,Alzheimer's disease
EIF4A1,EIF4G2,P60842,P78344,Alzheimer's disease
PPP2R1A,CHEMBL4523621,P30153,P06730 Q04637,Alzheimer's disease
PPP2R1A,EIF4G1,P30153,Q04637,Alzheimer's disease
PPP2R1A,MKNK1,P30153,Q9BUB5,Alzheimer's disease
ATF4,MKNK1,P18848,Q9BUB5,Alzheimer's disease
PLA2G4A,MKNK1,P47712,Q9BUB5,Alzheimer's disease
MKNK1,PPP2CA,Q9BUB5,P67775,Alzheimer's disease
MKNK1,EIF4E,Q9BUB5,P06730,Alzheimer's disease
MKNK1,CHEMBL4523621,Q9BUB5,P06730 Q04637,Alzheimer's disease
MKNK1,EIF4G1,Q9BUB5,Q04637,Alzheimer's disease
CHEMBL4523621,PPP2CA,P06730 Q04637,P67775,Alzheimer's disease
EIF4G1,PPP2CA,Q04637,P67775,Alzheimer's disease
CHEMBL4523621,EIF4G2,P06730 Q04637,P78344,Alzheimer's disease
EIF4G1,EIF4G2,Q04637,P78344,Alzheimer's disease
CHEMBL4523621,EIF4E,P06730 Q04637,P06730,Alzheimer's disease
EIF4G1,EIF4E,Q04637,P06730,Alzheimer's disease
EIF4G1,CHEMBL4523621,Q04637,P06730 Q04637,Alzheimer's disease
EIF4E,EIF4G2,P06730,P78344,Alzheimer's disease
PI4KA,PLCB4,P42356,Q15147,Alzheimer's disease
CHEMBL3038509,PLCB4,P42356,Q15147,Alzheimer's disease
PI4KA,PLCE1,P42356,Q9P212,Alzheimer's disease
CHEMBL3038509,PLCE1,P42356,Q9P212,Alzheimer's disease
PI4KA,PLCD1,P42356,P51178,Alzheimer's disease
CHEMBL3038509,PLCD1,P42356,P51178,Alzheimer's disease
PI4KA,PLCB1,P42356,Q9NQ66,Alzheimer's disease
CHEMBL3038509,PLCB1,P42356,Q9NQ66,Alzheimer's disease
PI4KA,INPP5F,P42356,Q9Y2H2,Alzheimer's disease
CHEMBL3038509,INPP5F,P42356,Q9Y2H2,Alzheimer's disease
PI4KA,PI4K2A,P42356,Q9BTU6,Alzheimer's disease
CHEMBL3038509,PI4K2A,P42356,Q9BTU6,Alzheimer's disease
PI4KA,PIP5K1C,P42356,O60331,Alzheimer's disease
CHEMBL3038509,PIP5K1C,P42356,O60331,Alzheimer's disease
CHEMBL3885615,PLCB4,O00459 P42338,Q15147,Alzheimer's disease
PIK3CB,PLCB4,P42338,Q15147,Alzheimer's disease
CHEMBL3038510,PLCB4,P27986 P42338,Q15147,Alzheimer's disease
CHEMBL3885615,PLCE1,O00459 P42338,Q9P212,Alzheimer's disease
PIK3CB,PLCE1,P42338,Q9P212,Alzheimer's disease
CHEMBL3038510,PLCE1,P27986 P42338,Q9P212,Alzheimer's disease
CHEMBL3885615,PLCB1,O00459 P42338,Q9NQ66,Alzheimer's disease
PIK3CB,PLCB1,P42338,Q9NQ66,Alzheimer's disease
CHEMBL3038510,PLCB1,P27986 P42338,Q9NQ66,Alzheimer's disease
CHEMBL3885615,PLCD1,O00459 P42338,P51178,Alzheimer's disease
PIK3CB,PLCD1,P42338,P51178,Alzheimer's disease
CHEMBL3038510,PLCD1,P27986 P42338,P51178,Alzheimer's disease
CHEMBL3885615,PIK3CD,O00459 P42338,O00329,Alzheimer's disease
PIK3CB,PIK3CD,P42338,O00329,Alzheimer's disease
PIK3CB,CHEMBL2111432,P42338,P27986 O00329,Alzheimer's disease
CHEMBL3038510,PIK3CD,P27986 P42338,O00329,Alzheimer's disease
CHEMBL3038510,CHEMBL2111432,P27986 P42338,P27986 O00329,Alzheimer's disease
CHEMBL3885615,PIP5K1C,O00459 P42338,O60331,Alzheimer's disease
PIK3CB,PIP5K1C,P42338,O60331,Alzheimer's disease
CHEMBL3038510,PIP5K1C,P27986 P42338,O60331,Alzheimer's disease
CHEMBL3885615,RHOA,O00459 P42338,P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523650,O00459 P42338,P10911 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523649,O00459 P42338,O75116 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523648,O00459 P42338,O60610 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523647,O00459 P42338,Q9NZN5 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523646,O00459 P42338,Q9NRY4 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523645,O00459 P42338,Q92888 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523644,O00459 P42338,Q16512 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523643,O00459 P42338,Q12802 P61586,Alzheimer's disease
CHEMBL3885615,CHEMBL4523642,O00459 P42338,P61586 O15085,Alzheimer's disease
PIK3CB,RHOA,P42338,P61586,Alzheimer's disease
PIK3CB,CHEMBL4523650,P42338,P10911 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523649,P42338,O75116 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523648,P42338,O60610 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523647,P42338,Q9NZN5 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523646,P42338,Q9NRY4 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523645,P42338,Q92888 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523644,P42338,Q16512 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523643,P42338,Q12802 P61586,Alzheimer's disease
PIK3CB,CHEMBL4523642,P42338,P61586 O15085,Alzheimer's disease
CHEMBL3038510,RHOA,P27986 P42338,P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523650,P27986 P42338,P10911 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523649,P27986 P42338,O75116 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523648,P27986 P42338,O60610 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523647,P27986 P42338,Q9NZN5 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523646,P27986 P42338,Q9NRY4 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523645,P27986 P42338,Q92888 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523644,P27986 P42338,Q16512 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523643,P27986 P42338,Q12802 P61586,Alzheimer's disease
CHEMBL3038510,CHEMBL4523642,P27986 P42338,P61586 O15085,Alzheimer's disease
CHEMBL3885615,RAC1,O00459 P42338,P63000,Alzheimer's disease
PIK3CB,RAC1,P42338,P63000,Alzheimer's disease
CHEMBL3038510,RAC1,P27986 P42338,P63000,Alzheimer's disease
CHEMBL3885615,CDC42,O00459 P42338,P60953,Alzheimer's disease
CHEMBL3885615,CHEMBL4296113,O00459 P42338,P60953 Q13153,Alzheimer's disease
PIK3CB,CDC42,P42338,P60953,Alzheimer's disease
PIK3CB,CHEMBL4296113,P42338,P60953 Q13153,Alzheimer's disease
CHEMBL3038510,CDC42,P27986 P42338,P60953,Alzheimer's disease
CHEMBL3038510,CHEMBL4296113,P27986 P42338,P60953 Q13153,Alzheimer's disease
ARF6,ARF1,P62330,P84077,Alzheimer's disease
ARF6,RAC1,P62330,P63000,Alzheimer's disease
ARF6,RHOA,P62330,P61586,Alzheimer's disease
ARF6,CHEMBL4523650,P62330,P10911 P61586,Alzheimer's disease
ARF6,CHEMBL4523649,P62330,O75116 P61586,Alzheimer's disease
ARF6,CHEMBL4523648,P62330,O60610 P61586,Alzheimer's disease
ARF6,CHEMBL4523647,P62330,Q9NZN5 P61586,Alzheimer's disease
ARF6,CHEMBL4523646,P62330,Q9NRY4 P61586,Alzheimer's disease
ARF6,CHEMBL4523645,P62330,Q92888 P61586,Alzheimer's disease
ARF6,CHEMBL4523644,P62330,Q16512 P61586,Alzheimer's disease
ARF6,CHEMBL4523643,P62330,Q12802 P61586,Alzheimer's disease
ARF6,CHEMBL4523642,P62330,P61586 O15085,Alzheimer's disease
ARF6,PIP5K1C,P62330,O60331,Alzheimer's disease
TLN1,RAC1,Q9Y490,P63000,Alzheimer's disease
TLN1,RHOA,Q9Y490,P61586,Alzheimer's disease
TLN1,CHEMBL4523650,Q9Y490,P10911 P61586,Alzheimer's disease
TLN1,CHEMBL4523649,Q9Y490,O75116 P61586,Alzheimer's disease
TLN1,CHEMBL4523648,Q9Y490,O60610 P61586,Alzheimer's disease
TLN1,CHEMBL4523647,Q9Y490,Q9NZN5 P61586,Alzheimer's disease
TLN1,CHEMBL4523646,Q9Y490,Q9NRY4 P61586,Alzheimer's disease
TLN1,CHEMBL4523645,Q9Y490,Q92888 P61586,Alzheimer's disease
TLN1,CHEMBL4523644,Q9Y490,Q16512 P61586,Alzheimer's disease
TLN1,CHEMBL4523643,Q9Y490,Q12802 P61586,Alzheimer's disease
TLN1,CHEMBL4523642,Q9Y490,P61586 O15085,Alzheimer's disease
TLN1,PIP5K1C,Q9Y490,O60331,Alzheimer's disease
PLCB1,INPP5F,Q9NQ66,Q9Y2H2,Alzheimer's disease
PLCB1,PLCB4,Q9NQ66,Q15147,Alzheimer's disease
PLCB1,PIK3CD,Q9NQ66,O00329,Alzheimer's disease
PLCB1,CHEMBL2111432,Q9NQ66,P27986 O00329,Alzheimer's disease
PLCB1,PI4K2A,Q9NQ66,Q9BTU6,Alzheimer's disease
PLCB1,PLCD1,Q9NQ66,P51178,Alzheimer's disease
PLCB1,PLCE1,Q9NQ66,Q9P212,Alzheimer's disease
PLCB1,PIP5K1C,Q9NQ66,O60331,Alzheimer's disease
RAC1,PIP5K1C,P63000,O60331,Alzheimer's disease
RAC1,ARF1,P63000,P84077,Alzheimer's disease
INPP5F,PLCE1,Q9Y2H2,Q9P212,Alzheimer's disease
INPP5F,PLCD1,Q9Y2H2,P51178,Alzheimer's disease
INPP5F,PLCB4,Q9Y2H2,Q15147,Alzheimer's disease
INPP5F,PI4K2A,Q9Y2H2,Q9BTU6,Alzheimer's disease
INPP5F,PIP5K1C,Q9Y2H2,O60331,Alzheimer's disease
PI4K2A,PLCE1,Q9BTU6,Q9P212,Alzheimer's disease
PI4K2A,PLCB4,Q9BTU6,Q15147,Alzheimer's disease
PI4K2A,PLCD1,Q9BTU6,P51178,Alzheimer's disease
PI4K2A,PIP5K1C,Q9BTU6,O60331,Alzheimer's disease
PLCE1,PLCB4,Q9P212,Q15147,Alzheimer's disease
PLCE1,PIK3CD,Q9P212,O00329,Alzheimer's disease
PLCE1,CHEMBL2111432,Q9P212,P27986 O00329,Alzheimer's disease
PLCE1,PLCD1,Q9P212,P51178,Alzheimer's disease
PLCE1,RHOA,Q9P212,P61586,Alzheimer's disease
PLCE1,CHEMBL4523650,Q9P212,P10911 P61586,Alzheimer's disease
PLCE1,CHEMBL4523649,Q9P212,O75116 P61586,Alzheimer's disease
PLCE1,CHEMBL4523648,Q9P212,O60610 P61586,Alzheimer's disease
PLCE1,CHEMBL4523647,Q9P212,Q9NZN5 P61586,Alzheimer's disease
PLCE1,CHEMBL4523646,Q9P212,Q9NRY4 P61586,Alzheimer's disease
PLCE1,CHEMBL4523645,Q9P212,Q92888 P61586,Alzheimer's disease
PLCE1,CHEMBL4523644,Q9P212,Q16512 P61586,Alzheimer's disease
PLCE1,CHEMBL4523643,Q9P212,Q12802 P61586,Alzheimer's disease
PLCE1,CHEMBL4523642,Q9P212,P61586 O15085,Alzheimer's disease
PLCE1,PIP5K1C,Q9P212,O60331,Alzheimer's disease
PIK3CD,PLCD1,O00329,P51178,Alzheimer's disease
CHEMBL2111432,PLCD1,P27986 O00329,P51178,Alzheimer's disease
PIK3CD,PLCB4,O00329,Q15147,Alzheimer's disease
CHEMBL2111432,PLCB4,P27986 O00329,Q15147,Alzheimer's disease
PIK3CD,CDC42,O00329,P60953,Alzheimer's disease
PIK3CD,CHEMBL4296113,O00329,P60953 Q13153,Alzheimer's disease
CHEMBL2111432,CDC42,P27986 O00329,P60953,Alzheimer's disease
CHEMBL2111432,CHEMBL4296113,P27986 O00329,P60953 Q13153,Alzheimer's disease
PIK3CD,PIP5K1C,O00329,O60331,Alzheimer's disease
CHEMBL2111432,PIP5K1C,P27986 O00329,O60331,Alzheimer's disease
PLCB4,PLCD1,Q15147,P51178,Alzheimer's disease
PLCB4,PIP5K1C,Q15147,O60331,Alzheimer's disease
CDC42,RHOA,P60953,P61586,Alzheimer's disease
CDC42,CHEMBL4523649,P60953,O75116 P61586,Alzheimer's disease
CDC42,CHEMBL4523648,P60953,O60610 P61586,Alzheimer's disease
CDC42,CHEMBL4523647,P60953,Q9NZN5 P61586,Alzheimer's disease
CDC42,CHEMBL4523646,P60953,Q9NRY4 P61586,Alzheimer's disease
CDC42,CHEMBL4523645,P60953,Q92888 P61586,Alzheimer's disease
CDC42,CHEMBL4523644,P60953,Q16512 P61586,Alzheimer's disease
CDC42,CHEMBL4523643,P60953,Q12802 P61586,Alzheimer's disease
CHEMBL4296113,RHOA,P60953 Q13153,P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523649,P60953 Q13153,O75116 P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523648,P60953 Q13153,O60610 P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523647,P60953 Q13153,Q9NZN5 P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523646,P60953 Q13153,Q9NRY4 P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523645,P60953 Q13153,Q92888 P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523644,P60953 Q13153,Q16512 P61586,Alzheimer's disease
CHEMBL4296113,CHEMBL4523643,P60953 Q13153,Q12802 P61586,Alzheimer's disease
RHOA,PIP5K1C,P61586,O60331,Alzheimer's disease
CHEMBL4523650,PIP5K1C,P10911 P61586,O60331,Alzheimer's disease
CHEMBL4523649,PIP5K1C,O75116 P61586,O60331,Alzheimer's disease
CHEMBL4523648,PIP5K1C,O60610 P61586,O60331,Alzheimer's disease
CHEMBL4523647,PIP5K1C,Q9NZN5 P61586,O60331,Alzheimer's disease
CHEMBL4523646,PIP5K1C,Q9NRY4 P61586,O60331,Alzheimer's disease
CHEMBL4523645,PIP5K1C,Q92888 P61586,O60331,Alzheimer's disease
CHEMBL4523644,PIP5K1C,Q16512 P61586,O60331,Alzheimer's disease
CHEMBL4523643,PIP5K1C,Q12802 P61586,O60331,Alzheimer's disease
CHEMBL4523642,PIP5K1C,P61586 O15085,O60331,Alzheimer's disease
PLCD1,PIP5K1C,P51178,O60331,Alzheimer's disease
CHRD,GDF5,Q9H2X0,P43026,Alzheimer's disease
CHRD,BMP6,Q9H2X0,P22004,Alzheimer's disease
CHRD,RGMA,Q9H2X0,Q96B86,Alzheimer's disease
CHRD,RGMB,Q9H2X0,Q6NW40,Alzheimer's disease
CHRD,BMP7,Q9H2X0,P18075,Alzheimer's disease
CHRD,BMPR2,Q9H2X0,Q13873,Alzheimer's disease
CHRD,BMPR1B,Q9H2X0,O00238,Alzheimer's disease
CHRD,BMP2,Q9H2X0,P12643,Alzheimer's disease
