Prot_A,Prot_B,score,Disease
PHF10,CPX-2556,0.842,Alzheimer's Disease
PHF10,ARID1B,0.969,Alzheimer's Disease
PHF10,DPF3,0.994,Alzheimer's Disease
PHF10,SMARCA2,0.996,Alzheimer's Disease
PHF10,BRD7,0.999,Alzheimer's Disease
PHF10,SMARCD1,0.999,Alzheimer's Disease
PHF10,ACTL6A,0.999,Alzheimer's Disease
PHF10,SMARCC2,0.999,Alzheimer's Disease
PHF10,SMARCA4,0.999,Alzheimer's Disease
PHF10,PBRM1,0.999,Alzheimer's Disease
SMARCA4,DPF3,0.99,Alzheimer's Disease
SMARCA4,CPX-2556,0.995,Alzheimer's Disease
SMARCA4,ACTL6A,0.999,Alzheimer's Disease
SMARCA4,SMARCD1,0.999,Alzheimer's Disease
SMARCA4,ARID1B,0.999,Alzheimer's Disease
SMARCA4,PBRM1,0.999,Alzheimer's Disease
SMARCA4,SMARCC2,0.999,Alzheimer's Disease
SMARCA4,SMARCA2,0.999,Alzheimer's Disease
SMARCA4,BRD7,0.999,Alzheimer's Disease
CPX-2556,SMARCD1,0.924,Alzheimer's Disease
CPX-2556,SMARCC2,0.942,Alzheimer's Disease
CPX-2556,BRD7,0.945,Alzheimer's Disease
CPX-2556,PBRM1,0.995,Alzheimer's Disease
CPX-2564,PBRM1,0.994,Alzheimer's Disease
SMARCA2,BRD7,0.977,Alzheimer's Disease
SMARCA2,DPF3,0.991,Alzheimer's Disease
SMARCA2,SMARCC2,0.999,Alzheimer's Disease
SMARCA2,PBRM1,0.999,Alzheimer's Disease
SMARCA2,SMARCD1,0.999,Alzheimer's Disease
SMARCA2,ACTL6A,0.999,Alzheimer's Disease
SMARCA2,ARID1B,0.999,Alzheimer's Disease
BRD7,DPF3,0.984,Alzheimer's Disease
BRD7,SMARCD1,0.999,Alzheimer's Disease
BRD7,ACTL6A,0.999,Alzheimer's Disease
BRD7,PBRM1,0.999,Alzheimer's Disease
BRD7,SMARCC2,0.999,Alzheimer's Disease
SMARCD1,DPF3,0.992,Alzheimer's Disease
SMARCD1,ARID1B,0.998,Alzheimer's Disease
SMARCD1,ACTL6A,0.999,Alzheimer's Disease
SMARCD1,SMARCC2,0.999,Alzheimer's Disease
SMARCD1,PBRM1,0.999,Alzheimer's Disease
PBRM1,DPF3,0.993,Alzheimer's Disease
PBRM1,ARID1B,0.998,Alzheimer's Disease
PBRM1,ACTL6A,0.999,Alzheimer's Disease
PBRM1,SMARCC2,0.999,Alzheimer's Disease
ACTL6A,DPF3,0.991,Alzheimer's Disease
ACTL6A,ARID1B,0.995,Alzheimer's Disease
ACTL6A,SMARCC2,0.999,Alzheimer's Disease
SMARCC2,DPF3,0.99,Alzheimer's Disease
SMARCC2,ARID1B,0.999,Alzheimer's Disease
DPF3,ARID1B,0.995,Alzheimer's Disease
CPX-2556,TAF10,0.878,Alzheimer's Disease
CPX-2556,TAF9,0.932,Alzheimer's Disease
CPX-2556,TAF12,0.956,Alzheimer's Disease
H3-3B,SGF29,0.969,Alzheimer's Disease
H3-3B,CREBBP,0.985,Alzheimer's Disease
H3-3B,CPX-1004,0.998,Alzheimer's Disease
TAF5L,CPX-1004,0.998,Alzheimer's Disease
CREBBP,CPX-5668,0.979,Alzheimer's Disease
CREBBP,CPX-2556,0.984,Alzheimer's Disease
CPX-1004,ENY2,0.997,Alzheimer's Disease
CPX-1004,TAF6L,0.997,Alzheimer's Disease
CPX-1004,CPX-6802,0.998,Alzheimer's Disease
CPX-1004,TAF12,0.998,Alzheimer's Disease
CPX-1004,SUPT3H,0.999,Alzheimer's Disease
CPX-1004,TADA3,0.999,Alzheimer's Disease
CPX-1004,TRRAP,0.999,Alzheimer's Disease
CPX-1004,TAF9,0.999,Alzheimer's Disease
CPX-1004,TADA2A,0.999,Alzheimer's Disease
CPX-1004,SGF29,0.999,Alzheimer's Disease
CPX-1004,TAF10,0.999,Alzheimer's Disease
TAF12,CPX-5668,0.914,Alzheimer's Disease
TAF10,CPX-5668,0.921,Alzheimer's Disease
SGF29,CPX-2564,0.977,Alzheimer's Disease
SGF29,CPX-5668,0.981,Alzheimer's Disease
SGF29,CPX-2556,0.989,Alzheimer's Disease
CPX-5668,TAF9,0.915,Alzheimer's Disease
RALA,RHOA,0.93,Alzheimer's Disease
RALA,RALB,0.938,Alzheimer's Disease
RALA,PLD1,0.984,Alzheimer's Disease
CHPT1,PLPP4,0.919,Alzheimer's Disease
CHPT1,PLPP5,0.919,Alzheimer's Disease
CHPT1,SELENOI,0.923,Alzheimer's Disease
CHPT1,PEMT,0.974,Alzheimer's Disease
PEMT,LPCAT1,0.929,Alzheimer's Disease
PEMT,LPCAT2,0.929,Alzheimer's Disease
PEMT,PLD1,0.933,Alzheimer's Disease
PEMT,MBOAT2,0.936,Alzheimer's Disease
PEMT,PTDSS2,0.956,Alzheimer's Disease
PEMT,SELENOI,0.963,Alzheimer's Disease
PEMT,CEPT1,0.976,Alzheimer's Disease
PEMT,PISD,0.978,Alzheimer's Disease
SELENOI,PLPP4,0.918,Alzheimer's Disease
SELENOI,PLPP5,0.919,Alzheimer's Disease
SELENOI,PLD1,0.924,Alzheimer's Disease
SELENOI,CEPT1,0.926,Alzheimer's Disease
SELENOI,MBOAT2,0.949,Alzheimer's Disease
SELENOI,PTDSS2,0.956,Alzheimer's Disease
SELENOI,PISD,0.961,Alzheimer's Disease
LPCAT2,PLD1,0.925,Alzheimer's Disease
RALB,RHOA,0.92,Alzheimer's Disease
RALB,PLD1,0.964,Alzheimer's Disease
LPCAT1,PLD1,0.928,Alzheimer's Disease
CDS1,PLPP4,0.905,Alzheimer's Disease
CDS1,PLPP5,0.905,Alzheimer's Disease
CDS1,MBOAT2,0.945,Alzheimer's Disease
CDS1,PLD1,0.954,Alzheimer's Disease
CDS1,CDS2,0.961,Alzheimer's Disease
ARF6,ARF1,0.916,Alzheimer's Disease
ARF6,PLD1,0.976,Alzheimer's Disease
MBOAT2,PLPP5,0.921,Alzheimer's Disease
MBOAT2,PLPP4,0.923,Alzheimer's Disease
MBOAT2,PTDSS2,0.927,Alzheimer's Disease
MBOAT2,CEPT1,0.943,Alzheimer's Disease
MBOAT2,PISD,0.946,Alzheimer's Disease
MBOAT2,CDS2,0.949,Alzheimer's Disease
PTDSS2,PLD1,0.926,Alzheimer's Disease
PTDSS2,CEPT1,0.966,Alzheimer's Disease
PTDSS2,PISD,0.985,Alzheimer's Disease
SPHK1,PRKCA,0.932,Alzheimer's Disease
PLD1,PLPP5,0.926,Alzheimer's Disease
PLD1,PLPP4,0.926,Alzheimer's Disease
PLD1,CEPT1,0.938,Alzheimer's Disease
PLD1,CDS2,0.951,Alzheimer's Disease
PLD1,PISD,0.974,Alzheimer's Disease
PLD1,ARF1,0.979,Alzheimer's Disease
PLD1,RHOA,0.983,Alzheimer's Disease
PLPP4,CDS2,0.905,Alzheimer's Disease
PLPP4,CEPT1,0.919,Alzheimer's Disease
PLPP4,PLPP5,0.924,Alzheimer's Disease
PISD,CEPT1,0.972,Alzheimer's Disease
PLPP5,CDS2,0.906,Alzheimer's Disease
PLPP5,CEPT1,0.919,Alzheimer's Disease
RALA,RAC2,0.932,Alzheimer's Disease
RALA,PLD2,0.974,Alzheimer's Disease
CHPT1,PLD4,0.913,Alzheimer's Disease
RAC2,RALB,0.924,Alzheimer's Disease
PLD2,PLPP4,0.926,Alzheimer's Disease
PLD2,RALB,0.926,Alzheimer's Disease
PLD2,PTDSS2,0.926,Alzheimer's Disease
PLD2,PLPP5,0.926,Alzheimer's Disease
PLD2,SPHK2,0.931,Alzheimer's Disease
PLD2,CEPT1,0.931,Alzheimer's Disease
PLD2,RHOA,0.94,Alzheimer's Disease
PLD2,CDS2,0.946,Alzheimer's Disease
PLD2,CDS1,0.951,Alzheimer's Disease
PLD2,PLD4,0.956,Alzheimer's Disease
PLD2,PISD,0.971,Alzheimer's Disease
PLD2,ARF6,0.983,Alzheimer's Disease
PLD2,ARF1,0.991,Alzheimer's Disease
CDS1,PLD4,0.9,Alzheimer's Disease
CDS1,PLD3,0.9,Alzheimer's Disease
MBOAT2,PLD4,0.911,Alzheimer's Disease
PTDSS2,PLD4,0.9,Alzheimer's Disease
PTDSS2,PLD3,0.906,Alzheimer's Disease
SPHK1,SPHK2,0.937,Alzheimer's Disease
PLPP4,PLD3,0.9,Alzheimer's Disease
PLPP4,PLD4,0.901,Alzheimer's Disease
PLD3,CDS2,0.901,Alzheimer's Disease
PLD3,PLPP5,0.901,Alzheimer's Disease
PLD3,PISD,0.911,Alzheimer's Disease
PLD3,PLD4,0.911,Alzheimer's Disease
PLD3,CEPT1,0.919,Alzheimer's Disease
PISD,PLD4,0.906,Alzheimer's Disease
PLPP5,PLD4,0.9,Alzheimer's Disease
PRKCA,SPHK2,0.921,Alzheimer's Disease
CDS2,PLD4,0.9,Alzheimer's Disease
PLD4,CEPT1,0.913,Alzheimer's Disease
OSM,IL6ST,0.998,Alzheimer's Disease
OSM,OSMR,0.999,Alzheimer's Disease
OSM,LIFR,0.999,Alzheimer's Disease
EBI3,IL6ST,0.963,Alzheimer's Disease
EBI3,IL27RA,0.99,Alzheimer's Disease
EBI3,IL27,0.999,Alzheimer's Disease
LIF,IL6ST,0.999,Alzheimer's Disease
LIF,LIFR,0.999,Alzheimer's Disease
IL27RA,JAK2,0.953,Alzheimer's Disease
IL27RA,JAK1,0.978,Alzheimer's Disease
IL27RA,IL27,0.999,Alzheimer's Disease
IL27RA,IL6ST,0.999,Alzheimer's Disease
IL11,IL6ST,0.997,Alzheimer's Disease
OSMR,JAK2,0.923,Alzheimer's Disease
OSMR,IL6ST,0.975,Alzheimer's Disease
OSMR,JAK1,0.992,Alzheimer's Disease
CTF1,IL6ST,0.98,Alzheimer's Disease
CTF1,LIFR,0.998,Alzheimer's Disease
CLCF1,IL6ST,0.959,Alzheimer's Disease
CLCF1,LIFR,0.982,Alzheimer's Disease
CLCF1,CNTFR,0.994,Alzheimer's Disease
IL27,IL6ST,0.996,Alzheimer's Disease
CNTF,IL6ST,0.996,Alzheimer's Disease
CNTF,LIFR,0.999,Alzheimer's Disease
CNTF,CNTFR,0.999,Alzheimer's Disease
IL6R,CNTFR,0.91,Alzheimer's Disease
IL6R,IL6,0.999,Alzheimer's Disease
CNTFR,IL6ST,0.986,Alzheimer's Disease
CNTFR,LIFR,0.999,Alzheimer's Disease
IL6ST,GRB2,0.956,Alzheimer's Disease
IL6ST,PTPN11,0.981,Alzheimer's Disease
IL6ST,LIFR,0.997,Alzheimer's Disease
IL6ST,IL6,0.999,Alzheimer's Disease
JAK2,LIFR,0.98,Alzheimer's Disease
GRB2,LIFR,0.916,Alzheimer's Disease
LIFR,JAK1,0.978,Alzheimer's Disease
CPB2,F2,0.992,Alzheimer's Disease
C5,CD34,0.776,Alzheimer's Disease
C5,ELANE,0.823,Alzheimer's Disease
C5,SPG7,0.9,Alzheimer's Disease
C5,VDAC1,0.901,Alzheimer's Disease
C5,PPIF,0.901,Alzheimer's Disease
C5,F2,0.921,Alzheimer's Disease
C5,C3,0.974,Alzheimer's Disease
C5,C5AR2,0.99,Alzheimer's Disease
C5,C8G,0.997,Alzheimer's Disease
C5,C8A,0.999,Alzheimer's Disease
C5,C5AR1,0.999,Alzheimer's Disease
C5,C6,0.999,Alzheimer's Disease
C5,C9,0.999,Alzheimer's Disease
C5,C7,0.999,Alzheimer's Disease
C5,C8B,0.999,Alzheimer's Disease
PPIF,CD34,0.738,Alzheimer's Disease
PPIF,C8A,0.9,Alzheimer's Disease
PPIF,C7,0.9,Alzheimer's Disease
PPIF,C8B,0.9,Alzheimer's Disease
PPIF,C9,0.9,Alzheimer's Disease
PPIF,C6,0.9,Alzheimer's Disease
PPIF,SPG7,0.993,Alzheimer's Disease
C3,C2,0.978,Alzheimer's Disease
C3,C5AR2,0.998,Alzheimer's Disease
C3,C3AR1,0.998,Alzheimer's Disease
C3,CFH,0.999,Alzheimer's Disease
C9,CD34,0.724,Alzheimer's Disease
C9,SPG7,0.9,Alzheimer's Disease
C9,VDAC1,0.9,Alzheimer's Disease
C9,C7,0.986,Alzheimer's Disease
C9,C8B,0.989,Alzheimer's Disease
C9,C8G,0.99,Alzheimer's Disease
C9,C6,0.996,Alzheimer's Disease
C9,C8A,0.997,Alzheimer's Disease
C6,CD34,0.722,Alzheimer's Disease
C6,SPG7,0.9,Alzheimer's Disease
C6,VDAC1,0.901,Alzheimer's Disease
C6,C8B,0.984,Alzheimer's Disease
C6,C8A,0.985,Alzheimer's Disease
C6,C8G,0.994,Alzheimer's Disease
C6,C7,0.995,Alzheimer's Disease
F2,ELANE,0.855,Alzheimer's Disease
CD34,SPG7,0.72,Alzheimer's Disease
CD34,C8B,0.72,Alzheimer's Disease
CD34,C8A,0.724,Alzheimer's Disease
CD34,VDAC1,0.734,Alzheimer's Disease
CD34,C7,0.739,Alzheimer's Disease
C7,SPG7,0.9,Alzheimer's Disease
C7,VDAC1,0.902,Alzheimer's Disease
C7,C8A,0.984,Alzheimer's Disease
C7,C8B,0.991,Alzheimer's Disease
C7,C8G,0.994,Alzheimer's Disease
C8A,SPG7,0.9,Alzheimer's Disease
C8A,VDAC1,0.903,Alzheimer's Disease
C8A,C8B,0.999,Alzheimer's Disease
C8A,C8G,0.999,Alzheimer's Disease
C8B,SPG7,0.9,Alzheimer's Disease
C8B,VDAC1,0.9,Alzheimer's Disease
C8B,C8G,0.999,Alzheimer's Disease
VDAC1,SPG7,0.991,Alzheimer's Disease
RBM28,CEBPZ,0.984,Alzheimer's Disease
RBM28,DDX27,0.986,Alzheimer's Disease
CEBPZ,PES1,0.968,Alzheimer's Disease
CEBPZ,NOC2L,0.999,Alzheimer's Disease
PPAN,RRP15,0.966,Alzheimer's Disease
DDX56,RPF2,0.987,Alzheimer's Disease
NOC2L,RPF1,0.993,Alzheimer's Disease
NOC2L,RSL1D1,0.998,Alzheimer's Disease
PES1,DDX27,0.979,Alzheimer's Disease
PES1,RPF1,0.993,Alzheimer's Disease
PES1,RSL1D1,0.996,Alzheimer's Disease
RRP15,RPF1,0.989,Alzheimer's Disease
RPF1,SURF6,0.974,Alzheimer's Disease
RPF1,BOP1,0.992,Alzheimer's Disease
RPF1,RSL1D1,0.993,Alzheimer's Disease
RPF1,WDR74,0.997,Alzheimer's Disease
RPF1,EBNA1BP2,0.997,Alzheimer's Disease
RPF2,RSL1D1,0.996,Alzheimer's Disease
EBNA1BP2,RSL1D1,0.998,Alzheimer's Disease
WDR74,RSL1D1,0.983,Alzheimer's Disease
BOP1,RSL1D1,0.998,Alzheimer's Disease
CMPK2,TYMS,0.881,Alzheimer's Disease
CMPK2,RRM2,0.914,Alzheimer's Disease
TK2,CDA,0.972,Alzheimer's Disease
TK2,TYMP,0.983,Alzheimer's Disease
DTYMK,CDA,0.891,Alzheimer's Disease
DTYMK,RRM2,0.953,Alzheimer's Disease
TYMS,CDA,0.925,Alzheimer's Disease
CDA,TYMP,0.997,Alzheimer's Disease
TYMP,TK1,0.948,Alzheimer's Disease
GNAQ,P2RY1,0.955,Alzheimer's Disease
P2RY1,GNAS,0.904,Alzheimer's Disease
ENTPD2,ENTPD1,0.944,Alzheimer's Disease
OTC,CAD,0.975,Alzheimer's Disease
OTC,CPS1,0.998,Alzheimer's Disease
DHODH,CAD,0.994,Alzheimer's Disease
DHODH,UMPS,0.999,Alzheimer's Disease
GOT2,ASPA,0.902,Alzheimer's Disease
GOT2,NAT8L,0.919,Alzheimer's Disease
GOT2,ASRGL1,0.924,Alzheimer's Disease
GOT2,ADSS1,0.927,Alzheimer's Disease
GOT2,CAD,0.931,Alzheimer's Disease
GOT2,ADSS2,0.932,Alzheimer's Disease
GOT2,ASS1,0.951,Alzheimer's Disease
GOT2,ASNS,0.973,Alzheimer's Disease
ASPA,GLS,0.807,Alzheimer's Disease
ASPA,GLS2,0.807,Alzheimer's Disease
ASPA,GLUL,0.831,Alzheimer's Disease
ASPA,ADSS1,0.9,Alzheimer's Disease
ASPA,ADSS2,0.9,Alzheimer's Disease
ASPA,CAD,0.9,Alzheimer's Disease
ASPA,GOT1L1,0.901,Alzheimer's Disease
ASPA,ASRGL1,0.905,Alzheimer's Disease
ASPA,ASNS,0.908,Alzheimer's Disease
ASPA,GOT1,0.915,Alzheimer's Disease
ASPA,ASS1,0.916,Alzheimer's Disease
ASPA,NAT8L,0.977,Alzheimer's Disease
CAD,NAT8L,0.902,Alzheimer's Disease
CAD,ASRGL1,0.904,Alzheimer's Disease
CAD,GOT1L1,0.909,Alzheimer's Disease
CAD,GOT1,0.925,Alzheimer's Disease
CAD,ASNS,0.945,Alzheimer's Disease
CAD,ADSS1,0.954,Alzheimer's Disease
CAD,ADSS2,0.963,Alzheimer's Disease
CAD,ASS1,0.994,Alzheimer's Disease
GOT1L1,NAT8L,0.92,Alzheimer's Disease
GOT1L1,ASRGL1,0.921,Alzheimer's Disease
GOT1L1,ADSS2,0.922,Alzheimer's Disease
GOT1L1,ADSS1,0.922,Alzheimer's Disease
GOT1L1,ASS1,0.928,Alzheimer's Disease
GOT1L1,ASNS,0.949,Alzheimer's Disease
ADSS1,NAT8L,0.9,Alzheimer's Disease
ADSS1,ASRGL1,0.91,Alzheimer's Disease
ADSS1,GOT1,0.923,Alzheimer's Disease
ADSS1,ASNS,0.926,Alzheimer's Disease
ADSS1,ASS1,0.95,Alzheimer's Disease
ADSS2,NAT8L,0.9,Alzheimer's Disease
ADSS2,ASRGL1,0.916,Alzheimer's Disease
ADSS2,GOT1,0.931,Alzheimer's Disease
ADSS2,ASNS,0.937,Alzheimer's Disease
ADSS2,ASS1,0.992,Alzheimer's Disease
GOT1,NAT8L,0.918,Alzheimer's Disease
GOT1,ASRGL1,0.927,Alzheimer's Disease
GOT1,ASS1,0.95,Alzheimer's Disease
GOT1,ASNS,0.969,Alzheimer's Disease
ASS1,ASRGL1,0.906,Alzheimer's Disease
ASS1,NAT8L,0.912,Alzheimer's Disease
ASS1,ASNS,0.976,Alzheimer's Disease
ASS1,CPS1,0.999,Alzheimer's Disease
ASNS,NAT8L,0.93,Alzheimer's Disease
ASNS,ASRGL1,0.959,Alzheimer's Disease
ASRGL1,NAT8L,0.9,Alzheimer's Disease
PPP2CB,PPP2R3A,0.865,Alzheimer's Disease
PPP2CB,PPP1R1A,0.9,Alzheimer's Disease
PPP2CB,RYR2,0.9,Alzheimer's Disease
PPP2CB,BCL2,0.904,Alzheimer's Disease
PPP2CB,PPP3CA,0.908,Alzheimer's Disease
PPP2CB,PPP3CB,0.915,Alzheimer's Disease
PPP2CB,PPP3R1,0.918,Alzheimer's Disease
PPP2CB,PPP4R2,0.945,Alzheimer's Disease
PPP2CB,PPP2R3B,0.947,Alzheimer's Disease
PPP2CB,SGO1,0.973,Alzheimer's Disease
PPP2CB,PPP2R5E,0.99,Alzheimer's Disease
PPP2CB,PPP2R5A,0.992,Alzheimer's Disease
PPP2CB,PPP2R5C,0.995,Alzheimer's Disease
PPP2CB,PPP2R5D,0.999,Alzheimer's Disease
PPP3R1,PPP2R3B,0.72,Alzheimer's Disease
PPP3R1,PPP2R3A,0.731,Alzheimer's Disease
PPP3R1,PPP2R2D,0.747,Alzheimer's Disease
PPP3R1,PPP4R2,0.904,Alzheimer's Disease
PPP3R1,PPP1R1A,0.909,Alzheimer's Disease
PPP3R1,PPP2R5A,0.916,Alzheimer's Disease
PPP3R1,PPP2R1A,0.917,Alzheimer's Disease
PPP3R1,PPP2R5C,0.919,Alzheimer's Disease
PPP3R1,PPP2CA,0.929,Alzheimer's Disease
PPP1R1A,PPP2R3B,0.9,Alzheimer's Disease
PPP1R1A,PPP2R2A,0.902,Alzheimer's Disease
PPP1R1A,PPP2R5C,0.903,Alzheimer's Disease
PPP1R1A,PPP2R5E,0.905,Alzheimer's Disease
PPP1R1A,PPP2R1B,0.906,Alzheimer's Disease
PPP1R1A,PPP2R5D,0.911,Alzheimer's Disease
PPP1R1A,PPP2R3A,0.911,Alzheimer's Disease
PPP1R1A,PPP2R1A,0.912,Alzheimer's Disease
PPP1R1A,PPP3CB,0.913,Alzheimer's Disease
PPP1R1A,PPP2R2D,0.913,Alzheimer's Disease
PPP1R1A,PPP3CA,0.918,Alzheimer's Disease
PPP1R1A,PPP2R5A,0.918,Alzheimer's Disease
PPP1R1A,PPP2CA,0.944,Alzheimer's Disease
PPP2R5A,PPP4R2,0.918,Alzheimer's Disease
PPP2R5A,PPP2R3B,0.927,Alzheimer's Disease
PPP2R5A,PPP2R3A,0.928,Alzheimer's Disease
PPP2R5A,PPP2R5D,0.935,Alzheimer's Disease
PPP2R5A,PPP3CA,0.938,Alzheimer's Disease
PPP2R5A,RYR2,0.94,Alzheimer's Disease
PPP2R5A,PPP3CB,0.941,Alzheimer's Disease
PPP2R5A,BCL2,0.964,Alzheimer's Disease
PPP2R5A,PPP2R5C,0.969,Alzheimer's Disease
PPP2R5A,PPP2R2D,0.973,Alzheimer's Disease
PPP2R5A,SGO1,0.975,Alzheimer's Disease
PPP2R5A,BUB1B,0.98,Alzheimer's Disease
PPP2R5A,PPP2R2A,0.993,Alzheimer's Disease
PPP2R5A,PPP2CA,0.999,Alzheimer's Disease
PPP2R5A,PPP2R1B,0.999,Alzheimer's Disease
PPP2R5A,PPP2R1A,0.999,Alzheimer's Disease
SGO1,PPP2R1B,0.932,Alzheimer's Disease
SGO1,PPP2R5E,0.958,Alzheimer's Disease
SGO1,PPP2R5D,0.97,Alzheimer's Disease
SGO1,PPP2R5C,0.997,Alzheimer's Disease
SGO1,PPP2R1A,0.998,Alzheimer's Disease
SGO1,PPP2CA,0.999,Alzheimer's Disease
PPP2R3A,PPP3CB,0.758,Alzheimer's Disease
PPP2R3A,PPP3CA,0.769,Alzheimer's Disease
PPP2R3A,PPP4R2,0.795,Alzheimer's Disease
PPP2R3A,PPP2R3B,0.816,Alzheimer's Disease
PPP2R3A,BCL2,0.912,Alzheimer's Disease
PPP2R3A,PPP2R5C,0.955,Alzheimer's Disease
PPP2R3A,RYR2,0.964,Alzheimer's Disease
PPP2R3A,PPP2R1A,0.993,Alzheimer's Disease
BUB1B,PPP2R5D,0.929,Alzheimer's Disease
BUB1B,PPP2R5C,0.96,Alzheimer's Disease
BUB1B,PPP2CA,0.997,Alzheimer's Disease
PPP2R1B,RYR2,0.905,Alzheimer's Disease
PPP2R1B,BCL2,0.913,Alzheimer's Disease
PPP2R1B,PPP2R5D,0.992,Alzheimer's Disease
PPP2R1B,PPP2R5E,0.993,Alzheimer's Disease
PPP2R1B,PPP2R5C,0.998,Alzheimer's Disease
PPP2R1A,RYR2,0.909,Alzheimer's Disease
PPP2R1A,BCL2,0.916,Alzheimer's Disease
PPP2R1A,PPP3CB,0.936,Alzheimer's Disease
PPP2R1A,PPP4R2,0.936,Alzheimer's Disease
PPP2R1A,PPP3CA,0.943,Alzheimer's Disease
PPP2R1A,PPP2R5D,0.999,Alzheimer's Disease
PPP2R1A,PPP2R5C,0.999,Alzheimer's Disease
PPP2R1A,PPP2R5E,0.999,Alzheimer's Disease
PPP2R1A,PPP2R3B,0.999,Alzheimer's Disease
PPP2R2A,RYR2,0.9,Alzheimer's Disease
PPP2R2A,PPP2R3B,0.903,Alzheimer's Disease
PPP2R2A,BCL2,0.921,Alzheimer's Disease
PPP2R2A,PPP4R2,0.95,Alzheimer's Disease
PPP2R2A,PPP2R5C,0.995,Alzheimer's Disease
PPP2R5E,RYR2,0.9,Alzheimer's Disease
PPP2R5E,BCL2,0.909,Alzheimer's Disease
PPP2R5E,PPP2CA,0.999,Alzheimer's Disease
PPP4R2,PPP2R3B,0.776,Alzheimer's Disease
PPP4R2,PPP2R2D,0.8,Alzheimer's Disease
PPP4R2,PPP2R5C,0.918,Alzheimer's Disease
PPP4R2,PPP3CB,0.939,Alzheimer's Disease
PPP4R2,PPP3CA,0.939,Alzheimer's Disease
PPP4R2,PPP2CA,0.96,Alzheimer's Disease
RYR2,PPP2R2D,0.9,Alzheimer's Disease
RYR2,PPP2R3B,0.903,Alzheimer's Disease
RYR2,PPP2R5C,0.909,Alzheimer's Disease
RYR2,PPP2R5D,0.914,Alzheimer's Disease
RYR2,PPP2CA,0.944,Alzheimer's Disease
PPP2R3B,PPP3CB,0.753,Alzheimer's Disease
PPP2R3B,PPP3CA,0.768,Alzheimer's Disease
PPP2R3B,PPP2R5C,0.892,Alzheimer's Disease
PPP2R3B,BCL2,0.901,Alzheimer's Disease
PPP2R3B,PPP2R2D,0.919,Alzheimer's Disease
PPP2R3B,PPP2CA,0.999,Alzheimer's Disease
PPP3CB,PPP2R2D,0.752,Alzheimer's Disease
PPP3CB,PPP2CA,0.911,Alzheimer's Disease
PPP3CB,PPP2R5C,0.939,Alzheimer's Disease
PPP3CA,PPP2R2D,0.765,Alzheimer's Disease
PPP3CA,PPP2CA,0.937,Alzheimer's Disease
PPP3CA,PPP2R5C,0.943,Alzheimer's Disease
BCL2,PPP2R2D,0.907,Alzheimer's Disease
BCL2,PPP2R5D,0.909,Alzheimer's Disease
BCL2,PPP2R5C,0.911,Alzheimer's Disease
BCL2,PPP2CA,0.962,Alzheimer's Disease
PPP2R2D,PPP2R5C,0.925,Alzheimer's Disease
PPP2R5C,PPP2CA,0.999,Alzheimer's Disease
PPP2R5D,PPP2CA,0.999,Alzheimer's Disease
GPAT3,GPAT4,0.903,Alzheimer's Disease
GPAT3,GPD2,0.928,Alzheimer's Disease
GPAT3,GK2,0.939,Alzheimer's Disease
GPAT3,GK,0.941,Alzheimer's Disease
GPAT3,GPAT2,0.983,Alzheimer's Disease
GPAT3,GPAM,0.995,Alzheimer's Disease
MGLL,AKR1B10,0.911,Alzheimer's Disease
MGLL,AKR1B1,0.912,Alzheimer's Disease
GPAM,GPAT2,0.919,Alzheimer's Disease
GPAM,GK2,0.93,Alzheimer's Disease
GPAM,GK,0.931,Alzheimer's Disease
GPAM,GPD2,0.955,Alzheimer's Disease
GPAM,GPAT4,0.992,Alzheimer's Disease
GPD2,GPAT4,0.915,Alzheimer's Disease
GPD2,GPAT2,0.932,Alzheimer's Disease
GK2,GPAT4,0.92,Alzheimer's Disease
GK2,GPAT2,0.923,Alzheimer's Disease
GK2,AKR1B10,0.924,Alzheimer's Disease
AKR1B10,GK,0.924,Alzheimer's Disease
GPAT4,GK,0.916,Alzheimer's Disease
GPAT4,GPAT2,0.981,Alzheimer's Disease
GPAT2,GK,0.923,Alzheimer's Disease
CPX-2399,CDKN1C,0.916,Alzheimer's Disease
CPX-2399,CCNE2,0.918,Alzheimer's Disease
CPX-2399,CCNE1,0.93,Alzheimer's Disease
CPX-2399,CDKN1A,0.945,Alzheimer's Disease
CPX-2399,CDKN1B,0.989,Alzheimer's Disease
CPX-2399,CDK2,0.993,Alzheimer's Disease
CPX-2399,SKP1,0.999,Alzheimer's Disease
CPX-2399,SKP2,0.999,Alzheimer's Disease
CPX-2399,CUL1,0.999,Alzheimer's Disease
CPX-2399,FBXW7,0.999,Alzheimer's Disease
CDKN1B,CUL1,0.996,Alzheimer's Disease
SKP1,CDC25A,0.873,Alzheimer's Disease
SKP1,CUL1,0.999,Alzheimer's Disease
SKP1,FBXW7,0.999,Alzheimer's Disease
RBL2,CCNE2,0.963,Alzheimer's Disease
RBL2,CPX-155,0.991,Alzheimer's Disease
CCNE1,CUL1,0.959,Alzheimer's Disease
CCNE1,RBL1,0.967,Alzheimer's Disease
CCNE1,FBXW7,0.998,Alzheimer's Disease
CDK6,CCNE2,0.959,Alzheimer's Disease
CDK2,CUL1,0.998,Alzheimer's Disease
SKP2,FBXW7,0.991,Alzheimer's Disease
SKP2,CUL1,0.999,Alzheimer's Disease
CDC25A,CUL1,0.906,Alzheimer's Disease
CDC25A,CCNE2,0.984,Alzheimer's Disease
