UniprotID Prot_A,UniprotID Prot_B,String Score,Prot_A,Prot_B
P05067,P78536,0.835,APP,ADAM17
P05067,P80511,0.911,APP,S100A12
P05067,Q00653,0.915,APP,NFKB2
P05067,Q04206,0.938,APP,RELA
P05067,Q13519,0.942,APP,PNOC
P05067,Q13564,0.97,APP,NAE1
P05067,Q14416,0.922,APP,GRM2
P05067,Q15077,0.915,APP,P2RY6
P05067,Q15109,0.954,APP,AGER
P05067,Q15722,0.904,APP,LTB4R
P05067,Q15761,0.906,APP,NPY5R
P05067,Q8TDU9,0.902,APP,RLN3
P05067,Q92542,0.945,APP,NCSTN
P05067,Q92633,0.908,APP,LPAR1
P05067,Q92876,0.599,APP,KLK6
P05067,Q96G91,0.902,APP,P2RY11
P05067,Q96L46,0.9,APP,CAPNS2
P05067,Q96P71,0.969,APP,APBA2
P05067,Q9NPC1,0.901,APP,LTB4R2
P05067,Q9NZ52,0.95,APP,GGA3
P05067,Q9UBY5,0.9,APP,LPAR3
P05067,Q9UJY4,0.93,APP,GGA2
P05067,Q9UJY5,0.968,APP,GGA1
P05067,Q9Y287,0.989,APP,ITM2B
P05067,Q9Y5Z0,0.848,APP,BACE2
P05089,O14625,0.943,ARG1,CXCL1
P05089,O75052,0.964,ARG1,NOS1
P05089,P08246,0.928,ARG1,ELANE
P05089,P50440,0.948,ARG1,GATM
P05089,P80188,0.923,ARG1,LCN2
P05091,P00325,0.993,ALDH2,ADH1B
P05091,P14550,0.931,ALDH2,AKR1A1
P05091,P21397,0.942,ALDH2,MAOA
P05091,P21964,0.938,ALDH2,COMT
P05091,P27338,0.934,ALDH2,MAOB
P05091,P30837,0.809,ALDH2,ALDH1B1
P05091,P51648,0.858,ALDH2,ALDH3A2
P05091,Q16853,0.942,ALDH2,AOC3
P05106,P15692,0.941,ITGB3,VEGFA
P05106,P16284,0.973,ITGB3,PECAM1
P05107,P05106,0.909,ITGB2,ITGB3
P05107,P08631,0.979,ITGB2,HCK
P05107,P11215,0.992,ITGB2,ITGAM
P05107,P15498,0.93,ITGB2,VAV1
P05112,A6ND01,0.954,IL4,JUN
P05112,O00220,0.992,IL4,TNF
P05112,O75354,0.996,IL4,IL6
P05112,O95256,0.986,IL4,IL18
P05112,P01583,0.972,IL4,IL1A
P05112,P01584,0.991,IL4,IL1B
P05112,P10145,0.992,IL4,CXCL8
P05112,Q04206,0.942,IL4,RELA
P05113,O60674,0.95,IL5,JAK2
P05113,O95760,0.987,IL5,IL3
P05113,P01589,0.965,IL5,IL2RA
P05113,P04141,0.989,IL5,CSF2
P05113,P07948,0.934,IL5,LYN
P05113,P15509,0.945,IL5,CSF2RA
P05113,P23458,0.944,IL5,JAK1
P05113,P26951,0.944,IL5,IL3RA
P05113,P27986,0.917,IL5,PIK3R1
P05113,P29350,0.917,IL5,PTPN6
P05113,P29353,0.915,IL5,SHC1
P05113,P31785,0.929,IL5,IL2RG
P05113,P32927,0.968,IL5,CSF2RB
P05113,P42229,0.972,IL5,STAT5A
P05113,P42336,0.915,IL5,PIK3CA
P05113,P51692,0.972,IL5,STAT5B
P05113,P52333,0.941,IL5,JAK3
P05113,Q01344,0.997,IL5,IL5RA
P05113,Q06124,0.923,IL5,PTPN11
P05120,P35237,0.909,SERPINB2,SERPINB6
P05121,O15105,0.964,SERPINE1,SMAD7
P05121,O75095,0.978,SERPINE1,EGF
P05121,O75096,0.965,SERPINE1,LRP1
P05121,P00747,0.998,SERPINE1,PLG
P05121,P00749,0.999,SERPINE1,PLAU
P05121,P01042,0.969,SERPINE1,KNG1
P05121,P02671,0.926,SERPINE1,FGA
P05121,P02675,0.94,SERPINE1,FGB
P05121,P02679,0.929,SERPINE1,FGG
P05121,P02751,0.979,SERPINE1,FN1
P05121,P02768,0.979,SERPINE1,ALB
P05121,P04004,0.998,SERPINE1,VTN
P05121,P04070,0.871,SERPINE1,PROC
P05121,P04196,0.95,SERPINE1,HRG
P05121,P04275,0.978,SERPINE1,VWF
P05121,P05019,0.97,SERPINE1,IGF1
P05121,P05120,0.872,SERPINE1,SERPINB2
P05121,P05155,0.924,SERPINE1,SERPING1
P05121,P07996,0.969,SERPINE1,THBS1
P05121,P08697,0.936,SERPINE1,SERPINF2
P05121,P15692,0.982,SERPINE1,VEGFA
P05121,P84022,0.969,SERPINE1,SMAD3
P05121,Q03405,0.99,SERPINE1,PLAUR
P05121,Q15796,0.974,SERPINE1,SMAD2
P05129,P05771,0.906,PRKCG,PRKCB
P05129,P17252,0.937,PRKCG,PRKCA
P05129,P24588,0.731,PRKCG,AKAP5
P05129,P42261,0.956,PRKCG,GRIA1
P05129,P42262,0.972,PRKCG,GRIA2
P05129,P42263,0.93,PRKCG,GRIA3
P05129,P48058,0.98,PRKCG,GRIA4
P05129,Q01959,0.81,PRKCG,SLC6A3
P05129,Q96DT0,0.911,PRKCG,GRIP1
P05129,Q9C0E4,0.912,PRKCG,GRIP2
P05129,Q9NRD5,0.941,PRKCG,PICK1
P05141,B1AH88,0.882,SLC25A5,TSPO
P05141,P12236,0.864,SLC25A5,SLC25A6
P05141,P45880,0.954,SLC25A5,VDAC2
P05141,Q9Y277,0.908,SLC25A5,VDAC3
P05154,P00742,0.957,SERPINA5,F10
P05154,P02679,0.967,SERPINA5,FGG
P05154,P03951,0.954,SERPINA5,F11
P05154,P05160,0.94,SERPINA5,F13B
P05154,P13224,0.9,SERPINA5,GP1BB
P05154,P29466,0.76,SERPINA5,CASP1
P05154,P35237,0.761,SERPINA5,SERPINB6
P05154,P40197,0.911,SERPINA5,GP5
P05154,Q5EG05,0.901,SERPINA5,CARD16
P05155,P00747,0.973,SERPING1,PLG
P05155,P02671,0.926,SERPING1,FGA
P05155,P02679,0.93,SERPING1,FGG
P05155,P02751,0.927,SERPING1,FN1
P05155,P02768,0.939,SERPING1,ALB
P05155,P08697,0.929,SERPING1,SERPINF2
P05164,P00403,0.904,MPO,MT-CO2
P05164,P23219,0.94,MPO,PTGS1
P05164,Q9H7Z7,0.902,MPO,PTGES2
P05177,P04798,0.813,CYP1A2,CYP1A1
P05177,P05181,0.93,CYP1A2,CYP2E1
P05177,P07099,0.962,CYP1A2,EPHX1
P05177,P42330,0.913,CYP1A2,AKR1C3
P05177,P78417,0.722,CYP1A2,GSTO1
P05177,Q9H4Y5,0.733,CYP1A2,GSTO2
P05181,O15296,0.91,CYP2E1,ALOX15
P05181,P07099,0.974,CYP2E1,EPHX1
P05181,P26439,0.921,CYP2E1,HSD3B2
P05305,P01185,0.965,EDN1,AVP
P05305,P01275,0.93,EDN1,GCG
P05305,P06307,0.921,EDN1,CCK
P05305,P0C0P6,0.944,EDN1,NPS
P05305,P21731,0.946,EDN1,TBXA2R
P05305,P25100,0.958,EDN1,ADRA1A
P05305,P25100,0.958,EDN1,ADRA1D
P05305,P28223,0.932,EDN1,HTR2A
P05305,P30411,0.929,EDN1,BDKRB2
P05305,P30550,0.933,EDN1,GRPR
P05305,P30556,0.969,EDN1,AGTR1
P05305,P34947,0.923,EDN1,GRK5
P05305,P35367,0.924,EDN1,HRH1
P05305,P47871,0.902,EDN1,GCGR
P05305,P49407,0.923,EDN1,ARRB1
P05305,P62873,0.9,EDN1,GNB1
P05305,Q9NPC1,0.912,EDN1,LTB4R2
P05362,A5PLN7,0.905,ICAM1,MST1
P05362,P05107,0.989,ICAM1,ITGB2
P05362,P11215,0.991,ICAM1,ITGAM
P05362,Q04912,0.905,ICAM1,MST1R
P05538,P20036,0.951,HLA-DQB2,HLA-DPA1
P05546,P01008,0.96,SERPIND1,SERPINC1
P05546,P01042,0.952,SERPIND1,KNG1
P05546,P02679,0.979,SERPIND1,FGG
P05546,P03951,0.954,SERPIND1,F11
P05771,P17252,0.937,PRKCB,PRKCA
P05771,P42261,0.936,PRKCB,GRIA1
P05771,P42263,0.916,PRKCB,GRIA3
P05771,Q96DT0,0.91,PRKCB,GRIP1
P05771,Q9C0E4,0.909,PRKCB,GRIP2
P05771,Q9NRD5,0.918,PRKCB,PICK1
P05937,Q9H1D0,0.832,CALB1,TRPV6
P06133,P05181,0.761,UGT2B4,CYP2E1
P06133,P08684,0.851,UGT2B4,CYP3A4
P06133,P10635,0.809,UGT2B4,CYP2D6
P06133,P28845,0.751,UGT2B4,HSD11B1
P06213,A6NMK8,0.999,INSR,INS
P06213,O00425,0.953,INSR,IGF2
P06213,O14492,0.963,INSR,SH2B2
P06213,O14603,0.998,INSR,PTPN1
P06213,O75791,0.965,INSR,GRB2
P06213,P01111,0.962,INSR,HRAS
P06213,P14616,0.974,INSR,INSRR
P06213,P17706,0.978,INSR,PTPN2
P06213,P27986,0.971,INSR,PIK3R1
P06213,P29353,0.978,INSR,SHC1
P06213,P35568,0.999,INSR,IRS1
P06213,Q03135,0.954,INSR,CAV1
P06213,Q06124,0.956,INSR,PTPN11
P06213,Q13322,0.969,INSR,GRB10
P06213,Q9BX66,0.969,INSR,SORBS1
P06213,Q9Y4H2,0.986,INSR,IRS2
P06239,O15446,0.987,LCK,CD3E
P06239,O43561,0.991,LCK,LAT
P06239,O75674,0.906,LCK,SRC
P06239,P01732,0.994,LCK,CD8A
P06239,P06241,0.907,LCK,FYN
P06239,P07947,0.902,LCK,YES1
P06239,P07948,0.937,LCK,LYN
P06239,P08575,0.994,LCK,PTPRC
P06239,P08631,0.906,LCK,HCK
P06239,P09769,0.906,LCK,FGR
P06239,P15498,0.992,LCK,VAV1
P06239,P20963,0.991,LCK,CD247
P06239,P29353,0.984,LCK,SHC1
P06239,Q05397,0.947,LCK,PTK2
P06239,Q9H1D0,0.907,LCK,TRPV6
P06239,Q9Y2R2,0.987,LCK,PTPN22
P06241,O14613,0.968,FYN,CDC42
P06241,O14713,0.929,FYN,ITGB1
P06241,O15117,0.91,FYN,SLA
P06241,O15117,0.994,FYN,FYB
P06241,O43561,0.984,FYN,LAT
P06241,O60500,0.986,FYN,NPHS1
P06241,O60674,0.955,FYN,JAK2
P06241,O60716,0.999,FYN,CTNND1
P06241,O60880,0.997,FYN,SH2D1A
P06241,O75674,0.998,FYN,SRC
P06241,O75791,0.967,FYN,GRB2
P06241,P01111,0.982,FYN,HRAS
P06241,P02751,0.918,FYN,FN1
P06241,P07947,0.999,FYN,YES1
P06241,P07948,0.905,FYN,LYN
P06241,P08575,0.983,FYN,PTPRC
P06241,P08631,0.905,FYN,HCK
P06241,P08637,0.906,FYN,FCGR3A
P06241,P09769,0.98,FYN,FGR
P06241,P15692,0.941,FYN,VEGFA
P06241,P22612,0.925,FYN,PRKACG
P06241,P27986,0.965,FYN,PIK3R1
P06241,P29353,0.982,FYN,SHC1
P06241,P43405,0.951,FYN,SYK
P06241,P56945,0.989,FYN,BCAR1
P06241,P61586,0.967,FYN,RHOA
P06241,P78352,0.874,FYN,DLG4
P06241,P78509,0.946,FYN,RELN
P06241,Q00535,0.959,FYN,CDK5
P06241,Q02297,0.924,FYN,NRG1
P06241,Q02763,0.91,FYN,TEK
P06241,Q05586,0.977,FYN,GRIN1
P06241,Q06187,0.959,FYN,BTK
P06241,Q12879,0.985,FYN,GRIN2A
P06241,Q13224,0.992,FYN,GRIN2B
P06241,Q14247,0.966,FYN,CTTN
P06241,Q9H1D0,0.907,FYN,TRPV6
P06241,Q9NRY4,0.976,FYN,ARHGAP35
P06307,O43613,0.927,CCK,HCRTR1
P06307,O43614,0.92,CCK,HCRTR2
P06307,P01275,0.986,CCK,GCG
P06307,P0C0P6,0.985,CCK,NPS
P06307,P21731,0.906,CCK,TBXA2R
P06307,P28223,0.952,CCK,HTR2A
P06307,P30411,0.911,CCK,BDKRB2
P06307,P35367,0.913,CCK,HRH1
P06307,P41180,0.939,CCK,CASR
P06307,P62873,0.902,CCK,GNB1
P06307,Q01970,0.902,CCK,PLCB3
P06576,B1AH88,0.873,ATP5F1,TSPO
P06703,Q15109,0.926,S100A6,AGER
P06756,P01127,0.917,ITGAV,PDGFB
P06756,P09619,0.934,ITGAV,PDGFRB
P06756,P27986,0.909,ITGAV,PIK3R1
P06756,P42336,0.909,ITGAV,PIK3CA
P06756,P46108,0.917,ITGAV,CRK
P06756,P46109,0.679,ITGAV,CRKL
P06850,O14908,0.93,CRH,GIP
P06850,O43194,0.931,CRH,GPR39
P06850,O43306,0.902,CRH,ADCY6
P06850,O43314,0.969,CRH,VIP
P06850,O60503,0.912,CRH,ADCY9
P06850,O95467,0.915,CRH,GNAS
P06850,O95622,0.918,CRH,ADCY5
P06850,P01185,0.99,CRH,AVP
P06850,P01189,0.997,CRH,POMC
P06850,P01215,0.951,CRH,CGA
P06850,P01258,0.966,CRH,CALCA
P06850,P01270,0.94,CRH,PTH
P06850,P01275,0.959,CRH,GCG
P06850,P01286,0.978,CRH,GHRH
P06850,P07550,0.949,CRH,ADRB2
P06850,P08588,0.949,CRH,ADRB1
P06850,P0C0P6,0.985,CRH,NPS
P06850,P13945,0.949,CRH,ADRB3
P06850,P16473,0.913,CRH,TSHR
P06850,P18509,0.978,CRH,ADCYAP1
P06850,P22888,0.912,CRH,LHCGR
P06850,P32245,0.979,CRH,MC4R
P06850,P34969,0.957,CRH,HTR7
P06850,P34998,0.999,CRH,CRHR1
P06850,P40145,0.914,CRH,ADCY8
P06850,P43119,0.908,CRH,PTGIR
P06850,P43220,0.957,CRH,GLP1R
P06850,P48546,0.947,CRH,GIPR
P06850,P50150,0.902,CRH,GNG4
P06850,P59768,0.901,CRH,GNG2
P06850,P62873,0.901,CRH,GNB1
P06850,P62879,0.901,CRH,GNB2
P06850,Q01726,0.945,CRH,MC1R
P06850,Q08462,0.906,CRH,ADCY2
P06850,Q08828,0.908,CRH,ADCY1
P06850,Q13324,0.999,CRH,CRHR2
P06850,Q8NFM4,0.903,CRH,ADCY4
P06850,Q8TDU6,0.9,CRH,GPBAR1
P07202,O14832,0.809,TPO,PAH
P07202,P17174,0.902,TPO,GOT1
P07202,P17735,0.902,TPO,TAT
P07202,P20711,0.911,TPO,DDC
P07202,Q96RQ9,0.907,TPO,IL4I1
P07332,P06241,0.92,FES,FYN
P07332,P15692,0.919,FES,VEGFA
P07332,P27986,0.938,FES,PIK3R1
P07332,Q15389,0.904,FES,ANGPT1
P07333,O15123,0.738,CSF1R,ANGPT2
P07333,P01111,0.929,CSF1,HRAS
P07333,P06241,0.469,CSF1R,FYN
P07333,P15692,0.881,CSF1R,VEGFA
P07333,P27986,0.645,CSF1R,PIK3R1
P07333,Q15389,0.705,CSF1R,ANGPT1
P07333,Q9Y264,0.609,CSF1R,ANGPT4
P07339,P01034,0.972,CTSD,CST3
P07339,P01903,0.9,CTSD,HLA-DRA
P07339,P01906,0.9,CTSD,HLA-DQA2
P07339,P01909,0.912,CTSD,HLA-DQA1
P07339,P01911,0.907,CTSD,HLA-DRB1
P07339,P01920,0.903,CTSD,HLA-DQB1
P07339,P04440,0.9,CTSD,HLA-DPB1
P07339,P05538,0.902,CTSD,HLA-DQB2
P07339,P07858,0.97,CTSD,CTSB
P07339,P20036,0.9,CTSD,HLA-DPA1
P07339,P25774,0.959,CTSD,CTSS
P07339,P39060,0.915,CTSD,COL18A1
P07339,Q30154,0.903,CTSD,HLA-DRB5
P07359,P01008,0.925,GP1BA,SERPINC1
P07359,P03951,0.955,GP1BA,F11
P07359,P05154,0.904,GP1BA,SERPINA5
P07359,P07093,0.9,GP1BA,SERPINE2
P07359,P21333,0.997,GP1BA,FLNA
P07510,P36544,0.654,CHRNG,CHRNA7
P07510,Q15822,0.588,CHRNG,CHRNA2
P07550,O14908,0.902,ADRB2,GIP
P07550,O43306,0.94,ADRB2,ADCY6
P07550,O43314,0.945,ADRB2,VIP
P07550,O95467,0.969,ADRB2,GNAS
P07550,O95622,0.939,ADRB2,ADCY5
P07550,P01185,0.943,ADRB2,AVP
P07550,P01189,0.955,ADRB2,POMC
P07550,P01258,0.947,ADRB2,CALCA
P07550,P01275,0.945,ADRB2,GCG
P07550,P01286,0.921,ADRB2,GHRH
P07550,P05305,0.958,ADRB2,EDN1
P07550,P08588,0.93,ADRB2,ADRB1
P07550,P0C0P6,0.945,ADRB2,NPS
P07550,P13945,0.939,ADRB2,ADRB3
P07550,P16473,0.933,ADRB2,TSHR
P07550,P25098,0.981,ADRB2,ADRBK1
P07550,P30518,0.915,ADRB2,AVPR2
P07550,P32121,0.981,ADRB2,ARRB2
P07550,P34947,0.975,ADRB2,GRK5
P07550,P34969,0.921,ADRB2,HTR7
P07550,P34998,0.942,ADRB2,CRHR1
P07550,P35626,0.967,ADRB2,ADRBK2
P07550,P43250,0.962,ADRB2,GRK6
P07550,P47871,0.923,ADRB2,GCGR
P07550,P48546,0.907,ADRB2,GIPR
P07550,P49407,0.995,ADRB2,ARRB1
P07550,P59768,0.991,ADRB2,GNG2
P07550,P62873,0.991,ADRB2,GNB1
P07550,Q08462,0.926,ADRB2,ADCY2
P07550,Q13324,0.93,ADRB2,CRHR2
P07550,Q13639,0.938,ADRB2,HTR4
P07550,Q8NFM4,0.925,ADRB2,ADCY4
P07550,Q9Y2K6,0.945,ADRB2,USP20
P07585,P09237,0.958,DCN,MMP7
P07585,P18827,0.958,DCN,SDC1
P07585,Q96GW7,0.956,DCN,BCAN
P07858,P01903,0.903,CTSB,HLA-DRA
P07858,P01906,0.905,CTSB,HLA-DQA2
P07858,P01911,0.912,CTSB,HLA-DRB1
P07858,P01920,0.908,CTSB,HLA-DQB1
P07858,P04440,0.91,CTSB,HLA-DPB1
P07858,P05538,0.906,CTSB,HLA-DQB2
P07858,P20036,0.909,CTSB,HLA-DPA1
P07858,P25774,0.868,CTSB,CTSS
P07858,P39059,0.903,CTSB,COL15A1
P07858,P39060,0.922,CTSB,COL18A1
P07858,Q30154,0.906,CTSB,HLA-DRB5
P07858,Q9NYK1,0.941,CTSB,TLR7
P07900,E9PB15,0.999,HSP90AA1,PTGES3
P07900,O75506,0.996,HSP90AA1,HSF1
P07900,O75674,0.981,HSP90AA1,SRC
P07900,P03372,0.979,HSP90AA1,ESR1
P07900,P05106,0.907,HSP90AA1,ITGB3
P07900,P08238,0.997,HSP90AA1,HSP90AB1
P07900,P0DMV8,0.997,HSP90AA1,HSPA1A
P07900,P10809,0.991,HSP90AA1,HSPD1
P07900,P11142,0.999,HSP90AA1,HSPA8
P07900,P15692,0.974,HSP90AA1,VEGFA
P07900,P23771,0.918,HSP90AA1,GATA3
P07900,P27986,0.921,HSP90AA1,PIK3R1
P07900,P29353,0.933,HSP90AA1,SHC1
P07900,P31689,0.993,HSP90AA1,DNAJA1
P07900,P31749,0.998,HSP90AA1,AKT1
P07900,P31948,0.999,HSP90AA1,STIP1
P07900,P38936,0.961,HSP90AA1,CDKN1A
P07900,P48552,0.911,HSP90AA1,NRIP1
P07900,P54652,0.986,HSP90AA1,HSPA2
P07900,P55072,0.981,HSP90AA1,VCP
P07900,Q02790,0.986,HSP90AA1,FKBP5
P07900,Q92731,0.959,HSP90AA1,ESR2
P07900,Q9BY41,0.669,HSP90AA1,HDAC8
P07900,Q9Y2Z0,0.998,HSP90AA1,SUGT1
P07947,P46937,0.983,YES1,YAP1
P07947,Q06187,0.934,YES1,BTK
P07947,Q13224,0.927,YES1,GRIN2B
P07948,P07947,0.902,LYN,YES1
P07948,P08631,0.928,LYN,HCK
P07948,P15391,0.994,LYN,CD19
P07948,P15498,0.985,LYN,VAV1
P07988,P15509,0.962,SFTPB,CSF2RA
P07992,P23025,0.999,ERCC1,XPA
P07992,P62877,0.927,ERCC1,RBX1
P07992,Q13216,0.961,ERCC1,ERCC8
P07992,Q13619,0.945,ERCC1,CUL4A
P07992,Q13620,0.926,ERCC1,CUL4B
P07992,Q16531,0.985,ERCC1,DDB1
P07992,Q92466,0.973,ERCC1,DDB2
P07996,O75095,0.972,THBS1,EGF
P07996,P00747,0.972,THBS1,PLG
P07996,P01042,0.947,THBS1,KNG1
P07996,P02751,0.982,THBS1,FN1
P07996,P02768,0.942,THBS1,ALB
P07996,P04275,0.978,THBS1,VWF
P07996,P05019,0.943,THBS1,IGF1
P07996,P15692,0.99,THBS1,VEGFA
P08047,O75592,0.982,SP1,MYC
P08047,O75674,0.892,SP1,SRC
P08047,P03372,0.982,SP1,ESR1
P08047,P07900,0.736,SP1,HSP90AA1
P08047,P23771,0.51,SP1,GATA3
P08047,P27986,0.902,SP1,PIK3R1
P08047,Q15596,0.91,SP1,NCOA2
P08047,Q15759,0.942,SP1,MAPK11
P08047,Q15788,0.918,SP1,NCOA1
P08047,Q92731,0.944,SP1,ESR2
P08047,Q9Y6Q9,0.924,SP1,NCOA3
P08069,A6NMK8,0.998,IGF1R,INS
P08069,O00425,0.997,IGF1R,IGF2
P08069,O14603,0.999,IGF1R,PTPN1
P08069,O75674,0.953,IGF1R,SRC
P08069,O75791,0.965,IGF1R,GRB2
P08069,P01111,0.972,IGF1R,HRAS
P08069,P03372,0.989,IGF1R,ESR1
P08069,P05019,0.999,IGF1R,IGF1
P08069,P06213,0.994,IGF1R,INSR
P08069,P14616,0.961,IGF1R,INSRR
P08069,P17706,0.703,IGF1R,PTPN2
P08069,P27986,0.979,IGF1R,PIK3R1
P08069,P29353,0.982,IGF1R,SHC1
P08069,P35568,0.997,IGF1R,IRS1
P08069,Q03135,0.659,IGF1R,CAV1
P08069,Q06124,0.967,IGF1R,PTPN11
P08069,Q13322,0.984,IGF1R,GRB10
P08069,Q8IZL8,0.952,IGF1R,PELP1
P08069,Q9Y4H2,0.993,IGF1R,IRS2
P08138,A1A5B4,0.98,NGFR,TP53
P08138,A2A368,0.971,NGFR,MAG
P08138,O43353,0.988,NGFR,RIPK2
P08138,O60271,0.954,NGFR,MAPK8
P08138,O75791,0.948,NGFR,GRB2
P08138,P01111,0.928,NGFR,HRAS
P08138,P01138,0.998,NGFR,NGF
P08138,P04629,0.994,NGFR,NTRK1
P08138,P05067,0.982,NGFR,APP
P08138,P19174,0.918,NGFR,PLCG1
P08138,P20783,0.996,NGFR,NTF3
P08138,P23560,0.996,NGFR,BDNF
P08138,P29353,0.959,NGFR,SHC1
P08138,P34130,0.993,NGFR,NTF4
P08138,P42574,0.947,NGFR,CASP3
P08138,P46108,0.605,NGFR,CRK
P08138,P49768,0.944,NGFR,PSEN1
P08138,P49810,0.932,NGFR,PSEN2
P08138,P52565,0.997,NGFR,ARHGDIA
P08138,P55212,0.923,NGFR,CASP6
P08138,P61586,0.965,NGFR,RHOA
P08138,P98077,0.63,NGFR,SHC2
P08138,P99999,0.925,NGFR,CYCS
P08138,Q00994,0.982,NGFR,NGFRAP1
P08138,Q16288,0.868,NGFR,NTRK3
P08138,Q16620,0.992,NGFR,NTRK2
P08138,Q6S5L8,0.6,NGFR,SHC4
P08138,Q8TB73,0.993,NGFR,NDN
P08138,Q8WW43,0.9,NGFR,APH1B
P08138,Q92529,0.65,NGFR,SHC3
P08138,Q92542,0.915,NGFR,NCSTN
P08138,Q96BI3,0.915,NGFR,APH1A
P08138,Q96FE5,0.979,NGFR,LINGO1
P08138,Q99523,0.989,NGFR,SORT1
P08138,Q9H213,0.97,NGFR,MAGEH1
P08138,Q9HBH7,0.976,NGFR,BEX1
P08138,Q9NZ42,0.915,NGFR,PSENEN
P08138,Q9Y4K3,0.961,NGFR,TRAF6
P08138,Q9Y5V3,0.982,NGFR,MAGED1
P08172,P01213,0.934,CHRM2,PDYN
P08172,P59533,0.938,CHRM2,TAS2R38
P08172,P62873,0.932,CHRM2,GNB1
P08172,Q15761,0.904,CHRM2,NPY5R
P08238,E9PB15,0.996,HSP90AB1,PTGES3
P08238,O75506,0.986,HSP90AB1,HSF1
P08238,O75674,0.953,HSP90AB1,SRC
P08238,P03372,0.966,HSP90AB1,ESR1
P08238,P0DMV8,0.997,HSP90AB1,HSPA1A
P08238,P10809,0.986,HSP90AB1,HSPD1
P08238,P11142,0.998,HSP90AB1,HSPA8
P08238,P23771,0.905,HSP90AB1,GATA3
P08238,P31689,0.974,HSP90AB1,DNAJA1
P08238,P31749,0.976,HSP90AB1,AKT1
P08238,P38936,0.921,HSP90AB1,CDKN1A
P08238,P48552,0.901,HSP90AB1,NRIP1
P08238,P54652,0.977,HSP90AB1,HSPA2
P08238,Q02790,0.973,HSP90AB1,FKBP5
P08238,Q9Y2Z0,0.998,HSP90AB1,SUGT1
P08254,A8K2U0,0.926,MMP3,A2M
P08254,P00747,0.979,MMP3,PLG
P08254,P03956,0.953,MMP3,MMP1
P08254,P14780,0.959,MMP3,MMP9
P08254,P16112,0.987,MMP3,ACAN
P08254,Q96GW7,0.948,MMP3,BCAN
P08311,O00425,0.922,CTSG,IGF2
P08311,P03956,0.936,CTSG,MMP1
P08311,P05019,0.916,CTSG,IGF1
P08311,P08246,0.982,CTSG,ELANE
P08311,P14780,0.957,CTSG,MMP9
P08311,P17936,0.945,CTSG,IGFBP3
P08514,O14713,0.971,ITGA2B,ITGB1
P08514,O75369,0.752,ITGA2B,FLNB
P08514,P05106,0.999,ITGA2B,ITGB3
P08514,P05107,0.877,ITGA2B,ITGB2
P08514,P21333,0.988,ITGA2B,FLNA
P08514,P26010,0.944,ITGA2B,ITGB7
P08559,P19793,0.907,PDHA1,RXRA
P08572,Q01955,0.917,COL4A2,COL4A3
P08575,P07948,0.973,PTPRC,LYN
P08588,O95467,0.937,ADRB1,GNAS
P08588,O95622,0.945,ADRB1,ADCY5
P08588,P01185,0.945,ADRB1,AVP
P08588,P01189,0.955,ADRB1,POMC
P08588,P01275,0.945,ADRB1,GCG
P08588,P0C0P6,0.944,ADRB1,NPS
P08588,P34998,0.933,ADRB1,CRHR1
P08588,P48546,0.936,ADRB1,GIPR
P08620,O15520,0.917,FGF4,FGF1
P08620,O15520,0.919,FGF4,FGF10
P08620,O95684,0.989,FGF4,FGFR1
P08620,P01111,0.941,FGF4,HRAS
P08620,P01116,0.925,FGF4,KRAS
P08620,P09038,0.916,FGF4,FGF2
P08620,P19174,0.903,FGF4,PLCG1
P08620,P21781,0.915,FGF4,FGF7
P08620,P21802,0.995,FGF4,FGFR2
P08620,P22607,0.977,FGF4,FGFR3
P08620,P27986,0.902,FGF4,PIK3R1
P08620,P31371,0.913,FGF4,FGF9
P08620,Q06124,0.932,FGF4,PTPN11
P08620,Q07889,0.908,FGF4,SOS1
P08620,Q9GZV9,0.919,FGF4,FGF23
P08620,Q9NP95,0.908,FGF4,FGF20
P08620,Q9UBW7,0.905,FGF4,ZMYM2
P08631,P07947,0.902,HCK,YES1
P08631,P13236,0.943,HCK,CCL4
P08631,P15498,0.977,HCK,VAV1
P08631,Q06187,0.96,HCK,BTK
P08637,P07947,0.9,FCGR3A,YES1
P08637,P08631,0.975,FCGR3A,HCK
P08637,P09769,0.954,FCGR3A,FGR
P08637,P12314,0.977,FCGR3A,FCGR1A
P08637,P15498,0.925,FCGR3A,VAV1
P08637,P43405,0.956,FCGR3A,SYK
P08648,O14713,0.999,ITGA5,ITGB1
P08648,O75674,0.862,ITGA5,SRC
P08648,P02751,0.99,ITGA5,FN1
P08648,Q05397,0.939,ITGA5,PTK2
P08648,Q15389,0.945,ITGA5,ANGPT1
P08651,Q9NZ42,0.905,NFIC,PSENEN
P08684,P04798,0.95,CYP3A4,CYP1A1
P08684,P05181,0.946,CYP3A4,CYP2E1
P08684,P10635,0.948,CYP3A4,CYP2D6
P08684,P14060,0.928,CYP3A4,HSD3B1
P08684,P21397,0.932,CYP3A4,MAOA
P08684,P26439,0.932,CYP3A4,HSD3B2
P08684,P27338,0.925,CYP3A4,MAOB
P08684,P28845,0.929,CYP3A4,HSD11B1
P08684,P33261,0.951,CYP3A4,CYP2C19
P08684,Q06278,0.948,CYP3A4,AOX1
P08697,P02679,0.961,SERPINF2,FGG
P08697,P02751,0.955,SERPINF2,FN1
P08754,O00230,0.9,GNAI3,CORT
P08754,P01189,0.9,GNAI3,POMC
