UniprotID Prot_A,UniprotID Prot_B,String Score,Prot_A,Prot_B
P20396,P01185,0.966,TRH,AVP
P20396,P01275,0.956,TRH,GCG
P20396,P05305,0.944,TRH,EDN1
P20396,P06307,0.967,TRH,CCK
P20396,P08949,0.943,TRH,NMB
P20396,P0C0P6,0.976,TRH,NPS
P20396,P11229,0.904,TRH,CHRM1
P20396,P20366,0.97,TRH,TAC1
P20396,P20382,0.951,TRH,PMCH
P20396,P21731,0.9,TRH,TBXA2R
P20396,P25098,0.923,TRH,ADRBK1
P20396,P25103,0.928,TRH,TACR1
P20396,P25105,0.904,TRH,PTAFR
P20396,P28223,0.929,TRH,HTR2A
P20396,P29371,0.926,TRH,TAC3
P20396,P30411,0.913,TRH,BDKRB2
P20396,P30550,0.915,TRH,GRPR
P20396,P30989,0.913,TRH,NTSR1
P20396,P34947,0.905,TRH,GRK5
P20396,P34981,0.992,TRH,TRHR
P20396,P35367,0.922,TRH,HRH1
P20396,P41594,0.909,TRH,GRM5
P20396,P47871,0.91,TRH,GCGR
P20396,P47901,0.91,TRH,AVPR1B
P20396,P62873,0.901,TRH,GNB1
P20396,P62879,0.9,TRH,GNB2
P20396,Q13255,0.912,TRH,GRM1
P20396,Q15726,0.93,TRH,KISS1
P20396,Q86VW2,0.9,TRH,ARHGEF25
P20396,Q96G91,0.9,TRH,P2RY11
P20396,Q9HB89,0.908,TRH,NMUR1
P20396,Q9NPC1,0.9,TRH,LTB4R2
P20396,Q9NQ66,0.912,TRH,PLCB1
P20594,O76074,0.857,NPR2,PDE5A
P20594,Q14432,0.785,NPR2,PDE3A
P20648,P05026,0.808,ATP4A,ATP1B1
P20648,P51164,0.988,ATP4A,ATP4B
P20648,Q15181,0.964,ATP4A,PPA1
P20648,Q9H008,0.922,ATP4A,LHPP
P20648,Q9H2U2,0.916,ATP4A,PPA2
P20711,O14832,0.971,DDC,PAH
P20783,P01111,0.92,NTF3,HRAS
P20783,P04629,0.996,NTF3,NTRK1
P20783,P23560,0.975,NTF3,BDNF
P20783,P29353,0.937,NTF3,SHC1
P20783,Q8WU20,0.932,NTF3,FRS2
P20800,P01185,0.923,EDN2,AVP
P20800,P05305,0.983,EDN2,EDN1
P20800,P06307,0.904,EDN2,CCK
P20800,P0C0P6,0.91,EDN2,NPS
P20800,P21731,0.912,EDN2,TBXA2R
P20800,P25100,0.945,EDN2,ADRA1D
P20800,P25100,0.929,EDN2,ADRA1A
P20800,P30411,0.904,EDN2,BDKRB2
P20800,P30556,0.962,EDN2,AGTR1
P20800,P34947,0.9,EDN2,GRK5
P20813,O15296,0.932,CYP2B6,ALOX15
P20813,P05177,0.93,CYP2B6,CYP1A2
P20813,P05181,0.91,CYP2B6,CYP2E1
P20813,P07099,0.972,CYP2B6,EPHX1
P20813,P09917,0.935,CYP2B6,ALOX5
P20813,P23219,0.925,CYP2B6,PTGS1
P20813,P33261,0.911,CYP2B6,CYP2C19
P20813,P35354,0.936,CYP2B6,PTGS2
P20813,P47712,0.719,CYP2B6,PLA2G4A
P20813,P78417,0.687,CYP2B6,GSTO1
P20813,Q9H4Y5,0.691,CYP2B6,GSTO2
P20823,P35222,0.962,HNF1A,CTNNB1
P20823,Q03181,0.906,HNF1A,PPARD
P20823,Q04724,0.936,HNF1A,TLE1
P20823,Q13363,0.9,HNF1A,CTBP1
P20823,Q13485,0.915,HNF1A,SMAD4
P20823,Q92793,0.953,HNF1A,CREBBP
P20827,O75791,0.922,EFNA1,GRB2
P20827,P61586,0.945,EFNA1,RHOA
P20936,O60271,0.919,RASA1,MAPK8
P20936,O60496,0.974,RASA1,DOK2
P20936,O75674,0.96,RASA1,SRC
P20936,O75791,0.581,RASA1,GRB2
P20936,P00533,0.968,RASA1,EGFR
P20936,P01111,0.996,RASA1,HRAS
P20936,P01127,0.901,RASA1,PDGFB
P20936,P04085,0.904,RASA1,PDGFA
P20936,P06241,0.938,RASA1,FYN
P20936,P07947,0.946,RASA1,YES1
P20936,P09769,0.906,RASA1,FGR
P20936,P16333,0.953,RASA1,NCK1
P20936,P29353,0.961,RASA1,SHC1
P20936,P40259,0.9,RASA1,CD79B
P20936,P61586,0.957,RASA1,RHOA
P20936,Q02763,0.931,RASA1,TEK
P20936,Q05397,0.928,RASA1,PTK2
P20936,Q15389,0.912,RASA1,ANGPT1
P20963,P08575,0.974,CD247,PTPRC
P20963,P15498,0.948,CD247,VAV1
P21333,O14613,0.979,FLNA,CDC42
P21333,O14713,0.951,FLNA,ITGB1
P21333,O14920,0.925,FLNA,IKBKB
P21333,O60271,0.933,FLNA,MAPK8
P21333,O75369,0.97,FLNA,FLNB
P21333,P05106,0.992,FLNA,ITGB3
P21333,P05107,0.965,FLNA,ITGB2
P21333,P13224,0.932,FLNA,GP1BB
P21333,Q8WUP2,0.999,FLNA,FBLIM1
P21397,P09172,0.957,MAOA,DBH
P21397,P10635,0.951,MAOA,CYP2D6
P21397,P20711,0.968,MAOA,DDC
P21397,P21964,0.987,MAOA,COMT
P21397,P27338,0.945,MAOA,MAOB
P21397,P30837,0.923,MAOA,ALDH1B1
P21397,P30838,0.921,MAOA,ALDH3A1
P21397,P33261,0.926,MAOA,CYP2C19
P21397,P43353,0.931,MAOA,ALDH3B1
P21397,P51648,0.928,MAOA,ALDH3A2
P21397,Q06278,0.937,MAOA,AOX1
P21453,O00222,0.9,S1PR1,GRM8
P21453,O60262,0.902,S1PR1,GNG7
P21453,P01189,0.901,S1PR1,POMC
P21453,P01213,0.902,S1PR1,PDYN
P21453,P08908,0.933,S1PR1,HTR1A
P21453,P28221,0.929,S1PR1,HTR1D
P21453,P28222,0.905,S1PR1,HTR1B
P21453,Q14416,0.901,S1PR1,GRM2
P21453,Q14831,0.903,S1PR1,GRM7
P21453,Q14832,0.902,S1PR1,GRM3
P21453,Q14833,0.904,S1PR1,GRM4
P21453,Q9UBS5,0.903,S1PR1,GABBR1
P21554,O00230,0.933,CNR1,CORT
P21554,O60262,0.918,CNR1,GNG7
P21554,O95622,0.933,CNR1,ADCY5
P21554,P01189,0.955,CNR1,POMC
P21554,P01213,0.957,CNR1,PDYN
P21554,P01298,0.913,CNR1,PPY
P21554,P01303,0.961,CNR1,NPY
P21554,P08172,0.926,CNR1,CHRM2
P21554,P08754,0.947,CNR1,GNAI3
P21554,P0DMS8,0.952,CNR1,ADORA3
P21554,P18089,0.928,CNR1,ADRA2B
P21554,P18825,0.961,CNR1,ADRA2C
P21554,P28221,0.912,CNR1,HTR1D
P21554,P28222,0.92,CNR1,HTR1B
P21554,P32745,0.918,CNR1,SSTR3
P21554,P34972,0.908,CNR1,CNR2
P21554,P35372,0.938,CNR1,OPRM1
P21554,P35462,0.966,CNR1,DRD3
P21554,P41180,0.925,CNR1,CASR
P21554,P50052,0.923,CNR1,AGTR2
P21554,P51582,0.904,CNR1,P2RY4
P21554,P51828,0.917,CNR1,ADCY7
P21554,P59533,0.9,CNR1,TAS2R38
P21554,P61073,0.929,CNR1,CXCR4
P21554,P62873,0.916,CNR1,GNB1
P21554,Q14416,0.955,CNR1,GRM2
P21554,Q14833,0.941,CNR1,GRM4
P21554,Q15761,0.926,CNR1,NPY5R
P21554,Q86YR5,0.907,CNR1,GPSM1
P21554,Q8TDU9,0.901,CNR1,RLN3
P21554,Q8TE23,0.919,CNR1,TAS1R2
P21554,Q99527,0.912,CNR1,GPER1
P21554,Q9UBS5,0.96,CNR1,GABBR1
P21554,Q9Y2T6,0.989,CNR1,GPR55
P21579,O14795,0.982,SYT1,UNC13B
P21579,O14810,0.998,SYT1,CPLX1
P21579,O14994,0.973,SYT1,SYN3
P21579,O60499,0.984,SYT1,SYN1
P21579,O75145,0.943,SYT1,PPFIA3
P21579,O75334,0.935,SYT1,PPFIA2
P21579,P63027,0.994,SYT1,VAMP2
P21579,Q02410,0.927,SYT1,APBA1
P21579,Q05940,0.938,SYT1,SLC18A2
P21579,Q86UR5,0.962,SYT1,RIMS1
P21579,Q92777,0.981,SYT1,SYN2
P21583,A6NHQ4,0.984,KITLG,EPO
P21583,O43623,0.932,KITLG,SNAI2
P21583,O60674,0.945,KITLG,JAK2
P21583,O75791,0.937,KITLG,GRB2
P21583,P01111,0.941,KITLG,HRAS
P21583,P09619,0.967,KITLG,PDGFRB
P21583,P10721,0.999,KITLG,KIT
P21583,P27986,0.925,KITLG,PIK3R1
P21583,P29353,0.929,KITLG,SHC1
P21583,P36888,0.948,KITLG,FLT3
P21583,P40763,0.966,KITLG,STAT3
P21583,P42224,0.639,KITLG,STAT1
P21583,P42336,0.919,KITLG,PIK3CA
P21583,P49771,0.879,KITLG,FLT3LG
P21583,Q06124,0.94,KITLG,PTPN11
P21583,Q07889,0.908,KITLG,SOS1
P21583,Q93070,0.918,KITLG,DOK1
P21583,Q9UQQ2,0.93,KITLG,SH2B3
P21709,O15357,0.632,EPHA1,INPPL1
P21709,P20827,0.997,EPHA1,EFNA1
P21709,P29317,0.986,EPHA1,EPHA2
P21709,P52797,0.996,EPHA1,EFNA3
P21709,P52798,0.996,EPHA1,EFNA4
P21709,P52803,0.997,EPHA1,EFNA5
P21709,P61586,0.955,EPHA1,RHOA
P21731,O14626,0.9,TBXA2R,GPR17
P21731,P25090,0.911,TBXA2R,FPR2
P21731,P28223,0.917,TBXA2R,HTR2A
P21731,P30411,0.914,TBXA2R,BDKRB2
P21731,P51810,0.9,TBXA2R,GPR143
P21731,Q14344,0.955,TBXA2R,GNA13
P21731,Q15077,0.911,TBXA2R,P2RY6
P21731,Q99677,0.901,TBXA2R,LPAR4
P21731,Q9NPC1,0.938,TBXA2R,LTB4R2
P21731,Q9UBY5,0.907,TBXA2R,LPAR3
P21731,Q9Y271,0.945,TBXA2R,CYSLTR1
P21781,O15520,0.92,FGF7,FGF1
P21781,O43320,0.909,FGF7,FGF16
P21781,O76093,0.918,FGF7,FGF18
P21781,P01111,0.941,FGF7,HRAS
P21781,P11487,0.911,FGF7,FGF3
P21781,P21802,0.993,FGF7,FGFR2
P21781,P27986,0.902,FGF7,PIK3R1
P21781,P31371,0.91,FGF7,FGF9
P21781,Q8WU20,0.947,FGF7,FRS2
P21796,B1AH88,0.981,VDAC1,TSPO
P21796,O95772,0.927,VDAC1,STAR
P21796,P05141,0.923,VDAC1,SLC25A5
P21796,P12235,0.973,VDAC1,SLC25A4
P21796,P12236,0.972,VDAC1,SLC25A6
P21796,P25705,0.985,VDAC1,ATP5A1
P21796,P45880,0.991,VDAC1,VDAC2
P21796,P48047,0.9,VDAC1,ATP5O
P21796,P51649,0.832,VDAC1,ALDH5A1
P21796,Q01085,0.78,VDAC1,TIAL1
P21796,Q02156,0.979,VDAC1,PRKCE
P21796,Q9H0C2,0.89,VDAC1,SLC25A31
P21796,Q9Y277,0.981,VDAC1,VDAC3
P21802,O15520,0.999,FGFR2,FGF1
P21802,P27986,0.977,FGFR2,PIK3R1
P21802,Q8WU20,0.988,FGFR2,FRS2
P21817,O00555,0.897,RYR1,CACNA1A
P21817,O60840,0.846,RYR1,CACNA1F
P21817,O75052,0.919,RYR1,NOS1
P21817,Q00975,0.85,RYR1,CACNA1B
P21817,Q13698,0.987,RYR1,CACNA1S
P21817,Q15878,0.847,RYR1,CACNA1E
P21817,Q92736,0.896,RYR1,RYR2
P21917,O14775,0.919,DRD4,GNB5
P21917,O15218,0.904,DRD4,GPR18
P21917,O60503,0.937,DRD4,ADCY9
P21917,O75899,0.925,DRD4,GABBR2
P21917,O95622,0.947,DRD4,ADCY5
P21917,P01189,0.95,DRD4,POMC
P21917,P01210,0.95,DRD4,PENK
P21917,P01213,0.961,DRD4,PDYN
P21917,P01303,0.947,DRD4,NPY
P21917,P04899,0.915,DRD4,GNAI2
P21917,P08172,0.911,DRD4,CHRM2
P21917,P08754,0.914,DRD4,GNAI3
P21917,P08908,0.914,DRD4,HTR1A
P21917,P08913,0.913,DRD4,ADRA2A
P21917,P0DMS8,0.924,DRD4,ADORA3
P21917,P0DSN6,0.9,DRD4,TAS2R3
P21917,P14416,0.943,DRD4,DRD2
P21917,P16520,0.94,DRD4,GNB3
P21917,P18825,0.914,DRD4,ADRA2C
P21917,P21554,0.965,DRD4,CNR1
P21917,P28221,0.912,DRD4,HTR1D
P21917,P28222,0.916,DRD4,HTR1B
P21917,P28566,0.91,DRD4,HTR1E
P21917,P30542,0.922,DRD4,ADORA1
P21917,P30872,0.945,DRD4,SST
P21917,P34972,0.949,DRD4,CNR2
P21917,P35372,0.929,DRD4,OPRM1
P21917,P35462,0.91,DRD4,DRD3
P21917,P40145,0.938,DRD4,ADCY8
P21917,P41143,0.927,DRD4,OPRD1
P21917,P41145,0.928,DRD4,OPRK1
P21917,P41146,0.926,DRD4,OPRL1
P21917,P41180,0.912,DRD4,CASR
P21917,P47898,0.91,DRD4,HTR5A
P21917,P48039,0.915,DRD4,MTNR1A
P21917,P48549,0.656,DRD4,KCNJ3
P21917,P48645,0.91,DRD4,NMU
P21917,P49286,0.916,DRD4,MTNR1B
P21917,P51828,0.94,DRD4,ADCY7
P21917,P62873,0.932,DRD4,GNB1
P21917,P62879,0.916,DRD4,GNB2
P21917,P63096,0.919,DRD4,GNAI1
P21917,Q08462,0.94,DRD4,ADCY2
P21917,Q08828,0.948,DRD4,ADCY1
P21917,Q14416,0.952,DRD4,GRM2
P21917,Q14832,0.943,DRD4,GRM3
P21917,Q15761,0.926,DRD4,NPY5R
P21917,Q86YR5,0.904,DRD4,GPSM1
P21917,Q8NFM4,0.939,DRD4,ADCY4
P21917,Q8TE23,0.912,DRD4,TAS1R2
P21917,Q92806,0.541,DRD4,KCNJ9
P21917,Q99527,0.907,DRD4,GPER1
P21917,Q9HAV0,0.916,DRD4,GNB4
P21917,Q9NSD7,0.944,DRD4,RXFP3
P21917,Q9P2W3,0.913,DRD4,GNG13
P21917,Q9UBI6,0.912,DRD4,GNG12
P21917,Q9UBS5,0.95,DRD4,GABBR1
P21917,Q9Y2T6,0.915,DRD4,GPR55
P21917,Q9Y5N1,0.905,DRD4,HRH3
P21918,O43314,0.935,DRD5,VIP
P21918,O95467,0.925,DRD5,GNAS
P21918,P01258,0.917,DRD5,CALCA
P21918,P0C0P6,0.953,DRD5,NPS
P21918,P59768,0.917,DRD5,GNG2
P21918,Q9NQS5,0.9,DRD5,GPR84
P21964,P09172,0.968,COMT,DBH
P21964,P20711,0.979,COMT,DDC
P21964,P27338,0.986,COMT,MAOB
P21964,P30838,0.921,COMT,ALDH3A1
P21964,P43353,0.921,COMT,ALDH3B1
P22102,P15692,0.954,PGF,VEGFA
P22102,P49767,0.927,PGF,VEGFC
P22301,P13236,0.98,IL10,CCL4
P22301,P13501,0.993,IL10,CCL5
P22301,P19875,0.979,IL10,CXCL2
P22301,P29597,0.96,IL10,TYK2
P22303,Q8TCT1,0.9,ACHE,PHOSPHO1
P22303,Q9NPB8,0.902,ACHE,GPCPD1
P22303,Q9Y259,0.903,ACHE,CHKB
P22413,Q4G0N4,0.9,ENPP1,NADK2
P22413,Q9HAN9,0.803,ENPP1,NMNAT1
P22607,O15520,0.99,FGFR3,FGF1
P22607,O43320,0.981,FGFR3,FGF16
P22607,O75791,0.976,FGFR3,GRB2
P22607,P01111,0.975,FGFR3,HRAS
P22607,P21802,0.965,FGFR3,FGFR2
P22607,P31371,0.992,FGFR3,FGF9
P22607,P42224,0.972,FGFR3,STAT1
P22607,Q06124,0.964,FGFR3,PTPN11
P22607,Q8WU20,0.972,FGFR3,FRS2
P22612,O75052,0.9,PRKACG,NOS1
P22612,P42261,0.816,PRKACG,GRIA1
P22612,P42263,0.636,PRKACG,GRIA3
P22612,Q12879,0.952,PRKACG,GRIN2A
P22612,Q13224,0.948,PRKACG,GRIN2B
P22612,Q13972,0.844,PRKACG,RASGRF1
P22626,B2RXH8,0.999,HNRNPA2B1,HNRNPC
P22626,O43390,0.996,HNRNPA2B1,HNRNPR
P22626,P26599,0.999,HNRNPA2B1,PTBP1
P22626,P31943,0.999,HNRNPA2B1,HNRNPH1
P22626,P61978,0.998,HNRNPA2B1,HNRNPK
P22626,P62995,0.999,HNRNPA2B1,TRA2B
P22626,P84103,0.998,HNRNPA2B1,SRSF3
P22626,Q15717,0.997,HNRNPA2B1,ELAVL1
P22626,Q99459,0.998,HNRNPA2B1,CDC5L
P22681,A6NDL7,0.986,CBL,MET
P22681,B9A064,0.9,CBL,IGLL5
P22681,O14613,0.964,CBL,CDC42
P22681,O15117,0.743,CBL,SLA
P22681,O15357,0.665,CBL,INPPL1
P22681,O15446,0.944,CBL,CD3E
P22681,O43561,0.973,CBL,LAT
P22681,O60674,0.953,CBL,JAK2
P22681,O75095,0.957,CBL,EGF
P22681,O75674,0.983,CBL,SRC
P22681,O75791,0.999,CBL,GRB2
P22681,P00533,0.998,CBL,EGFR
P22681,P01111,0.677,CBL,HRAS
P22681,P01732,0.904,CBL,CD8A
P22681,P04234,0.941,CBL,CD3D
P22681,P06239,0.978,CBL,LCK
P22681,P06241,0.995,CBL,FYN
P22681,P07947,0.953,CBL,YES1
P22681,P07948,0.979,CBL,LYN
P22681,P08631,0.973,CBL,HCK
P22681,P09769,0.971,CBL,FGR
P22681,P10721,0.961,CBL,KIT
P22681,P15391,0.937,CBL,CD19
P22681,P15498,0.976,CBL,VAV1
P22681,P15692,0.921,CBL,VEGFA
P22681,P16333,0.966,CBL,NCK1
P22681,P16885,0.933,CBL,PLCG2
P22681,P17948,0.955,CBL,FLT1
P22681,P20827,0.913,CBL,EFNA1
P22681,P20963,0.944,CBL,CD247
P22681,P21709,0.94,CBL,EPHA1
P22681,P27986,0.99,CBL,PIK3R1
P22681,P29317,0.966,CBL,EPHA2
P22681,P29350,0.949,CBL,PTPN6
P22681,P29353,0.994,CBL,SHC1
P22681,P30273,0.907,CBL,FCER1G
P22681,P40259,0.905,CBL,CD79B
P22681,P40763,0.664,CBL,STAT3
P22681,P42338,0.939,CBL,PIK3CB
P22681,P43403,0.998,CBL,ZAP70
P22681,P43405,0.993,CBL,SYK
P22681,P46108,0.995,CBL,CRK
P22681,P46109,0.995,CBL,CRKL
P22681,P49023,0.668,CBL,PXN
P22681,P49407,0.906,CBL,ARRB1
P22681,P56945,0.961,CBL,BCAR1
P22681,Q04912,0.647,CBL,MST1R
P22681,Q06124,0.975,CBL,PTPN11
P22681,Q06187,0.966,CBL,BTK
P22681,Q07889,0.965,CBL,SOS1
P22681,Q96B97,0.984,CBL,SH3KBP1
P22681,Q9Y2R2,0.533,CBL,PTPN22
P22681,Q9Y5K6,0.963,CBL,CD2AP
P22888,O14908,0.926,LHCGR,GIP
P22888,O43306,0.904,LHCGR,ADCY6
P22888,O43314,0.908,LHCGR,VIP
P22888,O95467,0.959,LHCGR,GNAS
P22888,O95622,0.903,LHCGR,ADCY5
P22888,P01185,0.913,LHCGR,AVP
P22888,P01189,0.928,LHCGR,POMC
P22888,P01258,0.9,LHCGR,CALCA
P22888,P01275,0.907,LHCGR,GCG
P22888,P07550,0.929,LHCGR,ADRB2
P22888,P08588,0.929,LHCGR,ADRB1
P22888,P0C0P6,0.91,LHCGR,NPS
P22888,P16473,0.937,LHCGR,TSHR
P22888,P30518,0.945,LHCGR,AVPR2
P22888,P34969,0.927,LHCGR,HTR7
P22888,P34998,0.914,LHCGR,CRHR1
P22888,P47871,0.914,LHCGR,GCGR
P22888,P48546,0.937,LHCGR,GIPR
P22888,P62873,0.9,LHCGR,GNB1
P22888,P62879,0.9,LHCGR,GNB2
P22888,Q08462,0.913,LHCGR,ADCY2
P22888,Q08828,0.903,LHCGR,ADCY1
P22888,Q13324,0.902,LHCGR,CRHR2
P22888,Q13639,0.916,LHCGR,HTR4
P22894,O14625,0.941,MMP8,CXCL1
P22894,O75951,0.935,MMP8,LYZ
P22894,P00747,0.954,MMP8,PLG
P22894,P02775,0.928,MMP8,PPBP
P22894,P05089,0.95,MMP8,ARG1
P22894,P08246,0.967,MMP8,ELANE
P22894,P12838,0.959,MMP8,DEFA4
P22894,P14780,0.964,MMP8,MMP9
P22894,P16035,0.985,MMP8,TIMP2
P22894,P17213,0.928,MMP8,BPI
P22894,P20061,0.955,MMP8,TCN1
P22894,P49913,0.933,MMP8,CAMP
P22894,P54108,0.938,MMP8,CRISP3
P22894,P80188,0.948,MMP8,LCN2
P22894,Q96GW7,0.937,MMP8,BCAN
P23025,Q13619,0.957,XPA,CUL4A
P23219,E9PB15,0.957,PTGS1,PTGES3
P23219,O15296,0.946,PTGS1,ALOX15B
P23219,O15296,0.958,PTGS1,ALOX15
P23219,O60760,0.951,PTGS1,PTGDS
P23219,P00403,0.926,PTGS1,MT-CO2
P23219,P05181,0.922,PTGS1,CYP2E1
P23219,P09917,0.973,PTGS1,ALOX5
P23219,P10632,0.917,PTGS1,CYP2C8
P23219,P24557,0.965,PTGS1,TBXAS1
P23219,P33261,0.928,PTGS1,CYP2C19
P23219,P35354,0.889,PTGS1,PTGS2
P23443,A6NMK8,0.988,RPS6KB1,INS
P23443,O75791,0.948,RPS6KB1,GRB2
P23443,P05019,0.969,RPS6KB1,IGF1
P23443,P06213,0.95,RPS6KB1,INSR
P23443,P08069,0.956,RPS6KB1,IGF1R
P23443,P27986,0.944,RPS6KB1,PIK3R1
P23443,P29353,0.941,RPS6KB1,SHC1
P23443,P31749,0.992,RPS6KB1,AKT1
P23443,P35568,0.996,RPS6KB1,IRS1
P23443,P63000,0.988,RPS6KB1,RAC1
P23458,O60674,0.943,JAK1,JAK2
P23458,O75354,0.968,JAK1,IL6
P23458,P01563,0.935,JAK1,IFNA2
P23458,P01566,0.904,JAK1,IFNA10
P23458,P01568,0.925,JAK1,IFNA21
P23458,P01570,0.9,JAK1,IFNA14
P23458,P01571,0.926,JAK1,IFNA17
P23458,P01574,0.949,JAK1,IFNB1
P23458,P05013,0.901,JAK1,IFNA6
P23458,P05014,0.907,JAK1,IFNA4
P23458,P15260,0.979,JAK1,IFNGR1
P23458,P15509,0.922,JAK1,CSF2RA
P23458,P22301,0.978,JAK1,IL10
P23458,P26441,0.945,JAK1,CNTF
P23458,P29350,0.966,JAK1,PTPN6
P23458,P29353,0.955,JAK1,SHC1
P23458,P29597,0.941,JAK1,TYK2
P23458,P31785,0.971,JAK1,IL2RG
P23458,P32881,0.9,JAK1,IFNA8
P23458,P32927,0.949,JAK1,CSF2RB
P23458,P42224,0.997,JAK1,STAT1
P23458,P43405,0.941,JAK1,SYK
P23458,P48551,0.987,JAK1,IFNAR2
P23458,P52333,0.943,JAK1,JAK3
P23458,P63244,0.696,JAK1,GNB2L1
P23458,Q00978,0.975,JAK1,IRF9
P23458,Q01344,0.943,JAK1,IL5RA
P23458,Q99062,0.926,JAK1,CSF3R
P23510,P43489,0.999,TNFSF4,TNFRSF4
P23560,P04629,0.991,BDNF,NTRK1
P23560,P34130,0.993,BDNF,NTF4
P23560,Q00535,0.977,BDNF,CDK5
P23560,Q13224,0.982,BDNF,GRIN2B
P23560,Q8WU20,0.944,BDNF,FRS2
P23634,O75052,0.972,ATP2B4,NOS1
P23634,Q08209,0.588,ATP2B4,PPP3CA
P23771,O75592,0.853,GATA3,MYC
P23771,P03372,0.988,GATA3,ESR1
P23771,P48552,0.922,GATA3,NRIP1
P23771,Q15788,0.915,GATA3,NCOA1
P23771,Q4ZG55,0.67,GATA3,GREB1
P23786,Q07869,0.962,CPT2,PPARA
P23786,Q15788,0.9,CPT2,NCOA1
P23946,P03956,0.953,CMA1,MMP1
P23975,Q16623,0.775,SLC6A2,STX1A
P24046,O00591,0.575,GABRR1,GABRP
P24046,P47869,0.708,GABRR1,GABRA2
P24046,Q99928,0.709,GABRR1,GABRG3
P24046,Q9UN88,0.585,GABRR1,GABRQ
P24385,A6ND01,0.985,CCND1,JUN
P24385,O14519,0.999,CCND1,CDK2
P24385,O60423,0.967,CCND1,FOS
P24385,P03372,0.99,CCND1,ESR1
P24385,P11802,0.999,CCND1,CDK4
P24385,P17181,0.993,CCND1,IFNAR1
P24385,P35222,0.995,CCND1,CTNNB1
P24385,P49841,0.99,CCND1,GSK3B
P24385,P55317,0.948,CCND1,FOXA1
P24385,Q09472,0.97,CCND1,EP300
P24530,O60262,0.92,EDNRB,GNG7
P24530,P06307,0.909,EDNRB,CCK
P24530,P0C0P6,0.922,EDNRB,NPS
P24530,P25100,0.92,EDNRB,ADRA1A
P24530,P25100,0.92,EDNRB,ADRA1D
P24557,E9PB15,0.962,TBXAS1,PTGES3
P24588,P17252,0.986,AKAP5,PRKCA
P24588,P42261,0.962,AKAP5,GRIA1
P24588,P78352,0.973,AKAP5,DLG4
P24588,Q9UQM7,0.903,AKAP5,CAMK2A
P24666,P20827,0.932,ACP1,EFNA1
P24666,P29317,0.969,ACP1,EPHA2
P24666,P35222,0.535,ACP1,CTNNB1
P24864,O14519,0.999,CCNE1,CDK2
P24864,P17181,0.993,CCNE1,IFNAR1
P25089,P0DMS8,0.933,FPR3,ADORA3
P25089,P21554,0.907,FPR3,CNR1
P25089,P34972,0.905,FPR3,CNR2
P25089,P35372,0.903,FPR3,OPRM1
P25089,P51582,0.901,FPR3,P2RY4
P25089,P61073,0.909,FPR3,CXCR4
P25090,Q9Y271,0.915,FPR2,CYSLTR1
P25092,O00408,0.733,GUCY2C,PDE2A
P25092,O60503,0.584,GUCY2C,ADCY9
P25092,O76074,0.895,GUCY2C,PDE5A
P25092,O76083,0.732,GUCY2C,PDE9A
P25092,P33402,0.592,GUCY2C,GUCY1A2
P25092,Q08828,0.59,GUCY2C,ADCY1
P25098,O60262,0.926,ADRBK1,GNG7
P25098,P01019,0.921,ADRBK1,AGT
P25098,P01185,0.916,ADRBK1,AVP
P25098,P05305,0.941,ADRBK1,EDN1
P25098,P06307,0.9,ADRBK1,CCK
P25098,P08912,0.942,ADRBK1,CHRM5
P25098,P0C0P6,0.926,ADRBK1,NPS
P25098,P14416,0.974,ADRBK1,DRD2
P25098,P20366,0.921,ADRBK1,TAC1
P25098,P20382,0.913,ADRBK1,PMCH
P25098,P21731,0.921,ADRBK1,TBXA2R
P25098,P24530,0.953,ADRBK1,EDNRB
P25098,P25100,0.959,ADRBK1,ADRA1D
P25098,P25100,0.958,ADRBK1,ADRA1A
P25098,P28223,0.927,ADRBK1,HTR2A
P25098,P30411,0.933,ADRBK1,BDKRB2
P25098,P30556,0.98,ADRBK1,AGTR1
P25098,P32121,0.982,ADRBK1,ARRB2
P25098,P34947,0.918,ADRBK1,GRK5
P25098,P34981,0.943,ADRBK1,TRHR
P25098,P41180,0.91,ADRBK1,CASR
P25098,P43088,0.913,ADRBK1,PTGFR
P25098,P49407,0.987,ADRBK1,ARRB1
P25098,P59768,0.995,ADRBK1,GNG2
P25098,Q13255,0.954,ADRBK1,GRM1
P25098,Q15077,0.911,ADRBK1,P2RY6
P25098,Q15722,0.947,ADRBK1,LTB4R
P25098,Q92633,0.936,ADRBK1,LPAR1
P25100,O60262,0.914,ADRA1D,GNG7
P25100,O60262,0.913,ADRA1A,GNG7
P25100,P01185,0.945,ADRA1D,AVP
P25100,P01275,0.945,ADRA1D,GCG
P25100,P01275,0.945,ADRA1A,GCG
P25100,P06307,0.943,ADRA1D,CCK
P25100,P06307,0.941,ADRA1A,CCK
P25100,P08912,0.915,ADRA1D,CHRM5
P25100,P08912,0.912,ADRA1A,CHRM5
P25100,P0C0P6,0.945,ADRA1D,NPS
P25100,P0C0P6,0.945,ADRA1A,NPS
P25100,P21731,0.945,ADRA1D,TBXA2R
P25100,P21731,0.908,ADRA1A,TBXA2R
P25100,P25100,0.93,ADRA1D,ADRA1A
P25100,P30411,0.91,ADRA1D,BDKRB2
P25100,P30411,0.904,ADRA1A,BDKRB2
P25100,P30556,0.924,ADRA1D,AGTR1
P25100,P34947,0.934,ADRA1D,GRK5
P25100,P34947,0.935,ADRA1A,GRK5
